grant_id,enterprise_id,grantee_id,tier,valid_from,valid_until,consent_id,reason
GR00310,ENT0037,FO2,2,2026-04-03,2026-04-17,CN0037,field_visit_preparation
GR00311,ENT0157,FO3,2,2024-06-03,2024-06-17,CN0157,field_visit_preparation
GR00312,ENT0028,FO2,2,2026-06-02,2026-06-16,CN0028,field_visit_preparation
GR00313,ENT0086,FO1,2,2024-08-01,2024-08-15,CN0086,field_visit_preparation
GR00314,ENT0151,FO1,2,2026-05-03,2026-05-17,CN0151,field_visit_preparation
GR00315,ENT0034,FO6,2,2023-12-01,2023-12-15,CN0034,field_visit_preparation
GR00316,ENT0149,FO5,2,2025-09-03,2025-09-17,CN0149,field_visit_preparation
GR00317,ENT0036,FO5,2,2024-09-01,2024-09-15,CN0036,field_visit_preparation
GR00318,ENT0003,FO4,2,2026-05-01,2026-05-15,CN0003,field_visit_preparation
GR00319,ENT0115,FO4,2,2025-04-01,2025-04-15,CN0115,field_visit_preparation
GR00320,ENT0109,FO1,2,2024-04-02,2024-04-16,CN0109,field_visit_preparation
GR00321,ENT0108,FO3,2,2025-05-03,2025-05-17,CN0108,field_visit_preparation
GR00322,ENT0007,FO3,2,2025-05-02,2025-05-16,CN0007,field_visit_preparation
GR00323,ENT0252,FO3,2,2026-07-01,2026-07-15,CN0252,field_visit_preparation
GR00324,ENT0233,FO5,2,2026-05-03,2026-05-17,CN0233,field_visit_preparation
GR00325,ENT0098,FO4,2,2026-07-01,2026-07-15,CN0098,field_visit_preparation
GR00326,ENT0155,FO2,2,2026-07-03,2026-07-17,CN0155,field_visit_preparation
GR00327,ENT0007,FO3,2,2025-07-03,2025-07-17,CN0007,field_visit_preparation
GR00328,ENT0090,FO4,2,2026-05-02,2026-05-16,CN0090,field_visit_preparation
GR00329,ENT0127,FO3,2,2025-05-01,2025-05-15,CN0127,field_visit_preparation
GR00330,ENT0091,FO4,2,2024-07-01,2024-07-15,CN0091,field_visit_preparation
GR00331,ENT0244,FO3,2,2025-07-03,2025-07-17,CN0244,field_visit_preparation
GR00332,ENT0231,FO3,2,2026-05-03,2026-05-17,CN0231,field_visit_preparation
GR00333,ENT0144,FO1,2,2024-12-01,2024-12-15,CN0144,field_visit_preparation
GR00334,ENT0157,FO3,2,2024-02-01,2024-02-15,CN0157,field_visit_preparation
