alert_id,assessment_id,enterprise_id,as_of,sector,district_id,prob_stress,prob_missed_repayment,rule_score,fused_score,risk_tier,tier_cutoffs,band_width,low_visibility,data_completeness,buffer_days,dscr_annual,credit_headroom,suggested_max_emi,bridge_headroom,net_buffer_days,forecast_net_90d_p10,forecast_net_90d_p50,forecast_net_90d_p90,reason_1,reason_1_contrib,reason_2,reason_2_contrib,reason_3,reason_3_contrib,fusion_weights,model_id,rule_version,raised_at,projected_shortfall,shortfall_week_of,deadline_date,expires_at,merchant_visible,exported_to_bureau,disputed_at
AL00267,AS002575,ENT0079,2023-11-30,HANDICRAFT,2,0.28852978230337417,0.003947817278842611,0.8947,0.6219,RED,AMBER>=0.38;RED>=0.58,109459.0,False,0.826,15.5,-3.05,0.0,0.0,4300.0,-41.0,-24270.0,71615.0,85189.0,debt_overhang,1.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,18700.0,2024-04-28,2024-04-28,2024-02-13,True,False,
AL00268,AS002577,ENT0079,2024-01-31,HANDICRAFT,2,0.02876335536552925,0.00019967849020744965,0.8316,0.4703,AMBER,AMBER>=0.38;RED>=0.58,37699.0,False,0.829,9.8,-0.11,0.0,0.0,800.0,-5.1,10739.0,44852.0,48438.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,16800.0,2024-03-31,2024-03-31,2024-04-15,True,False,
AL00269,AS002612,ENT0080,2024-03-31,DAIRY,3,0.8436815396811593,0.01690825537256843,0.3368,0.5649,AMBER,AMBER>=0.38;RED>=0.58,77008.0,False,0.884,44.8,3.16,12400.0,590.0,18700.0,44.8,-85379.0,-48874.0,-8371.0,margin_squeeze,0.5714,demand_trough,0.3243,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,105700.0,2024-08-28,2024-08-28,2024-06-14,True,False,
AL00270,AS002614,ENT0080,2024-05-31,DAIRY,3,0.23513612803798128,0.917186107661715,0.5684,0.4184,AMBER,AMBER>=0.38;RED>=0.58,34467.0,False,0.9,14.0,2.01,10900.0,518.0,16000.0,14.0,-36026.0,-20667.0,-1559.0,margin_squeeze,1.0,working_capital_erosion,0.5588,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,47300.0,2024-07-30,2024-07-30,2024-08-14,True,False,
AL00271,AS002616,ENT0080,2024-07-31,DAIRY,3,0.010450164826764858,0.06154118287045484,0.9579,0.5315,AMBER,AMBER>=0.38;RED>=0.58,26920.0,False,0.902,0.6,1.09,22100.0,1051.0,10300.0,-13.2,-5694.0,16566.0,21226.0,working_capital_erosion,1.0,debt_overhang,0.7222,margin_squeeze,0.5714,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,5900.0,2024-09-29,2024-09-29,2024-10-14,True,False,
AL00272,AS002623,ENT0080,2025-02-28,DAIRY,3,0.8474780372253713,0.06477147442129778,0.1263,0.4508,AMBER,AMBER>=0.38;RED>=0.58,69930.0,False,0.934,26.6,1.34,5400.0,257.0,13700.0,26.6,-69801.0,-30121.0,129.0,demand_trough,0.3243,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-02-28,118300.0,2025-07-28,2025-07-28,2025-05-14,True,False,
AL00273,AS002625,ENT0080,2025-04-30,DAIRY,3,0.22196470935295481,0.9573169532079493,1.0,0.6499,RED,AMBER>=0.38;RED>=0.58,114741.0,False,0.932,4.5,1.24,4000.0,190.0,9900.0,4.5,-111753.0,-30583.0,2988.0,climate_shock,1.0,working_capital_erosion,1.0,margin_squeeze,0.5714,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,107800.0,2025-07-29,2025-07-29,2025-07-14,True,False,
AL00274,AS002627,ENT0080,2025-06-30,DAIRY,3,0.01326582681786969,0.07444646445109422,1.0,0.556,AMBER,AMBER>=0.38;RED>=0.58,39485.0,False,0.943,4.9,1.34,5400.0,257.0,12400.0,-21.3,-26487.0,-10775.0,12998.0,margin_squeeze,1.0,working_capital_erosion,1.0,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,25100.0,2025-09-28,2025-09-28,2025-09-13,True,False,
AL00275,AS002630,ENT0080,2025-09-30,DAIRY,3,0.012558421140441036,0.17512359108263026,0.6947,0.3877,AMBER,AMBER>=0.38;RED>=0.58,47306.0,False,0.945,-0.7,0.57,2900.0,138.0,7100.0,-59.0,-3028.0,35400.0,44278.0,working_capital_erosion,0.7353,receivable_stretch,0.3333,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-09-30,14500.0,2026-02-27,2026-02-27,2025-12-14,True,False,
AL00276,AS002633,ENT0080,2025-12-31,DAIRY,3,0.04114742366313491,0.0027208079164755938,0.8737,0.4991,AMBER,AMBER>=0.38;RED>=0.58,46221.0,False,0.966,15.1,0.9,4900.0,233.0,11800.0,-29.9,-12959.0,24455.0,33262.0,working_capital_erosion,0.7353,debt_overhang,0.7222,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-12-31,61300.0,2026-06-29,2026-06-29,2026-03-16,True,False,
AL00277,AS002636,ENT0080,2026-03-31,DAIRY,3,0.7263018470626259,0.02116865955038484,0.9158,0.8305,RED,AMBER>=0.38;RED>=0.58,87410.0,False,0.972,5.7,0.5,600.0,29.0,12300.0,-23.8,-83109.0,-14208.0,4301.0,working_capital_erosion,1.0,receivable_stretch,0.3333,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-03-31,116700.0,2026-08-28,2026-08-28,2026-06-14,True,False,
AL00278,AS002638,ENT0080,2026-05-31,DAIRY,3,0.11803051819165826,0.0025523327345593158,0.9579,0.58,RED,AMBER>=0.38;RED>=0.58,75327.0,False,0.978,-2.1,0.34,300.0,14.0,9300.0,-42.8,-66053.0,-13713.0,9274.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-05-31,63200.0,2026-08-29,2026-08-29,2026-08-14,True,False,
AL00279,AS002646,ENT0081,2024-04-30,DAIRY,4,0.7503795943459066,0.006438382216465882,0.5789,0.6561,RED,AMBER>=0.38;RED>=0.58,88126.0,False,0.655,28.5,3.86,20500.0,975.0,13100.0,28.5,-80950.0,-37422.0,7176.0,margin_squeeze,1.0,receivable_stretch,0.3333,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-04-30,80600.0,2024-07-29,2024-07-29,2024-07-14,True,False,
AL00280,AS002648,ENT0081,2024-06-30,DAIRY,4,0.29887409490274647,0.005603410796677239,0.6737,0.505,AMBER,AMBER>=0.38;RED>=0.58,32820.0,False,0.679,15.7,3.2,64900.0,3085.0,25300.0,15.7,-7873.0,-6754.0,24947.0,margin_squeeze,1.0,working_capital_erosion,0.5588,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-06-30,41500.0,2024-10-28,2024-10-28,2024-09-13,True,False,2024-07-02
AL00281,AS002650,ENT0081,2024-08-31,DAIRY,4,0.05290084996183252,0.0044951633120323,0.6842,0.4001,AMBER,AMBER>=0.38;RED>=0.58,83372.0,False,0.687,7.3,3.36,101600.0,4830.0,12400.0,7.3,-14197.0,53786.0,69175.0,working_capital_erosion,1.0,margin_squeeze,0.5714,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-08-31,38100.0,2025-01-28,2025-01-28,2024-11-14,True,False,
AL00282,AS002670,ENT0081,2026-04-30,DAIRY,4,0.5322560399861231,0.019163698238974354,0.8947,0.7316,RED,AMBER>=0.38;RED>=0.58,84650.0,False,0.799,19.9,4.17,31300.0,1488.0,16600.0,19.9,-68585.0,-30162.0,16065.0,climate_shock,0.7143,margin_squeeze,0.5714,working_capital_erosion,0.5588,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,69100.0,2026-07-29,2026-07-29,2026-07-14,True,False,
AL00283,AS002672,ENT0081,2026-06-30,DAIRY,4,0.009418424754947072,0.004427552103168357,0.8316,0.4616,AMBER,AMBER>=0.38;RED>=0.58,,False,0.814,6.1,4.01,64100.0,3047.0,15700.0,6.1,,,,margin_squeeze,1.0,working_capital_erosion,1.0,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-06-30,35900.0,2026-10-28,2026-10-28,2026-09-13,True,False,2026-07-17
AL00284,AS002680,ENT0082,2024-05-31,DAIRY,4,0.14837504000806068,0.00012970915196487318,0.6842,0.4431,AMBER,AMBER>=0.38;RED>=0.58,38451.0,False,0.838,29.3,10.1,14900.0,708.0,3600.0,29.3,-29207.0,-2440.0,9244.0,margin_squeeze,1.0,receivable_stretch,0.3333,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,32300.0,2024-07-30,2024-07-30,2024-08-14,True,False,
AL00285,AS002703,ENT0082,2026-04-30,DAIRY,4,0.23208337516818794,5.4904228393063144e-05,0.5684,0.4171,AMBER,AMBER>=0.38;RED>=0.58,44983.0,False,1.0,38.3,24.62,10500.0,499.0,9200.0,38.3,-52240.0,-22019.0,-7257.0,climate_shock,0.7143,margin_squeeze,0.5714,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,69200.0,2026-08-28,2026-08-28,2026-07-14,True,False,
AL00286,AS002707,ENT0083,2023-11-30,FOODPROC,1,0.19540428808922491,0.009060023818887696,0.8211,0.5395,AMBER,AMBER>=0.38;RED>=0.58,158342.0,False,0.719,3.9,-6.55,0.0,0.0,70500.0,-3.1,8650.0,84919.0,166992.0,working_capital_erosion,0.7353,demand_trough,0.7297,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-11-30,159800.0,2024-04-28,2024-04-28,2024-02-13,True,False,
AL00287,AS002709,ENT0083,2024-01-31,FOODPROC,1,0.9124640972544477,0.7449269331405624,0.6421,0.7638,RED,AMBER>=0.38;RED>=0.58,270626.0,False,0.73,15.0,-1.98,0.0,0.0,79300.0,7.6,-145957.0,16278.0,124669.0,working_capital_erosion,0.7353,debt_overhang,0.7222,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-01-31,140800.0,2024-05-30,2024-05-30,2024-04-15,True,False,
AL00288,AS002711,ENT0083,2024-03-31,FOODPROC,1,0.07537130430885795,0.9378946612539735,0.7053,0.4218,AMBER,AMBER>=0.38;RED>=0.58,277211.0,False,0.749,-1.1,-2.33,0.0,0.0,69700.0,-6.4,-55120.0,187280.0,222091.0,working_capital_erosion,0.7353,demand_trough,0.3243,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,102700.0,2024-07-29,2024-07-29,2024-06-14,True,False,
AL00289,AS002713,ENT0083,2024-05-31,FOODPROC,1,0.010776791243989196,0.005308594522222302,0.9263,0.5143,AMBER,AMBER>=0.38;RED>=0.58,366048.0,False,0.766,15.1,-0.53,0.0,0.0,114400.0,2.3,-51113.0,188257.0,314935.0,working_capital_erosion,0.7353,demand_trough,0.7297,debt_overhang,0.7222,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,55900.0,2024-08-29,2024-08-29,2024-08-14,True,False,
AL00290,AS002736,ENT0083,2026-04-30,FOODPROC,1,5.204087028239178e-05,1.608372956428415e-05,0.9474,0.5211,AMBER,AMBER>=0.38;RED>=0.58,552071.0,False,0.922,37.7,7.97,357500.0,16996.0,121800.0,37.7,-103750.0,307212.0,448321.0,climate_shock,1.0,demand_trough,1.0,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,164800.0,2026-08-28,2026-08-28,2026-07-14,True,False,
AL00291,AS002741,ENT0084,2023-12-31,HANDICRAFT,4,0.036005888871766756,0.0004644996639971791,0.7368,0.4214,AMBER,AMBER>=0.38;RED>=0.58,66453.0,True,0.41,27.1,,0.0,0.0,15900.0,-0.1,-5428.0,51747.0,61025.0,working_capital_erosion,0.7353,receivable_stretch,0.3636,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2023-12-31,30600.0,2024-01-30,2024-01-30,2024-03-15,True,False,
AL00292,AS002769,ENT0084,2026-04-30,HANDICRAFT,4,0.00024949442362309044,7.650692157985334e-06,0.7053,0.388,AMBER,AMBER>=0.38;RED>=0.58,44949.0,True,0.435,104.8,,28900.0,1374.0,1600.0,104.8,-3594.0,16899.0,41355.0,receivable_stretch,1.0,climate_shock,0.7143,margin_squeeze,0.2571,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,34600.0,2026-10-27,2026-10-27,2026-07-14,True,False,
AL00293,AS002788,ENT0085,2025-02-28,POULTRY,6,0.6606106823938571,0.0001338404714606997,0.2,0.4073,AMBER,AMBER>=0.38;RED>=0.58,140143.0,False,0.735,28.2,,42800.0,2035.0,73600.0,28.2,-63046.0,993.0,77097.0,demand_trough,0.2703,working_capital_erosion,0.2647,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-02-28,187000.0,2025-07-28,2025-07-28,2025-05-14,True,False,
AL00294,AS002790,ENT0085,2025-04-30,POULTRY,6,0.8477593249320263,0.0007584287060243261,0.7053,0.7694,RED,AMBER>=0.38;RED>=0.58,99521.0,False,0.734,55.0,,17000.0,808.0,0.0,55.0,-52325.0,-10577.0,47196.0,climate_shock,0.7143,demand_trough,0.5946,margin_squeeze,0.5714,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,133000.0,2025-10-27,2025-10-27,2025-07-14,True,False,
AL00295,AS002792,ENT0085,2025-06-30,POULTRY,6,0.3593403588153299,0.0003822909141245147,0.6947,0.5438,AMBER,AMBER>=0.38;RED>=0.58,158728.0,False,0.748,16.0,,7000.0,333.0,0.0,16.0,-89144.0,-16034.0,69584.0,margin_squeeze,1.0,working_capital_erosion,0.5588,demand_trough,0.3243,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,146300.0,2025-10-28,2025-10-28,2025-09-13,True,False,
AL00296,AS002794,ENT0085,2025-08-31,POULTRY,6,0.007118208899627507,0.0004568234840372072,0.8421,0.4664,AMBER,AMBER>=0.38;RED>=0.58,118610.0,False,0.756,0.6,,3500.0,166.0,30100.0,-19.0,-41366.0,-327.0,77244.0,margin_squeeze,1.0,working_capital_erosion,1.0,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-08-31,65600.0,2025-10-30,2025-10-30,2025-11-14,True,False,
AL00297,AS002797,ENT0085,2025-11-30,POULTRY,6,0.3837275605759959,0.00010931293457354851,0.5789,0.4911,AMBER,AMBER>=0.38;RED>=0.58,154778.0,False,0.761,10.1,,0.0,0.0,0.0,-105.4,-19899.0,42587.0,134879.0,working_capital_erosion,0.7353,debt_overhang,0.3056,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-11-30,61200.0,2026-05-29,2026-05-29,2026-02-13,True,False,
AL00298,AS002800,ENT0085,2026-02-28,POULTRY,6,0.8278104809649001,0.00010520079304560069,0.4211,0.6041,RED,AMBER>=0.38;RED>=0.58,146183.0,False,0.765,35.5,,30600.0,1455.0,0.0,20.5,-29117.0,18414.0,117066.0,debt_overhang,0.3056,working_capital_erosion,0.2941,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-02-28,82300.0,2026-08-27,2026-08-27,2026-05-14,True,False,
AL00299,AS002802,ENT0085,2026-04-30,POULTRY,6,0.3396964635909649,0.0007797681764847386,0.9158,0.6566,RED,AMBER>=0.38;RED>=0.58,91233.0,False,0.766,13.6,,22400.0,1065.0,0.0,12.6,-36478.0,-1164.0,54755.0,climate_shock,0.7143,margin_squeeze,0.5714,working_capital_erosion,0.5588,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,96500.0,2026-09-27,2026-09-27,2026-07-14,True,False,
AL00300,AS002804,ENT0085,2026-06-30,POULTRY,6,0.005046788772712791,0.0005352936220029845,1.0,0.5523,AMBER,AMBER>=0.38;RED>=0.58,,False,0.776,-1.7,,4200.0,200.0,14600.0,-22.4,,,,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-06-30,108400.0,2026-08-29,2026-08-29,2026-09-13,True,False,
AL00301,AS002810,ENT0086,2024-03-31,DAIRY,1,0.8137250067836913,0.00010751708747088505,0.6632,0.7309,RED,AMBER>=0.38;RED>=0.58,112720.0,False,0.802,45.0,3.06,18500.0,880.0,20400.0,45.0,-107176.0,-39581.0,5544.0,receivable_stretch,0.3333,demand_trough,0.3243,margin_squeeze,0.3143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-03-31,136400.0,2024-07-29,2024-07-29,2024-06-14,True,False,
AL00302,AS002812,ENT0086,2024-05-31,DAIRY,1,0.7765537828722032,0.006605435679208292,0.6737,0.72,RED,AMBER>=0.38;RED>=0.58,45529.0,False,0.822,21.0,2.54,24100.0,1146.0,13900.0,21.0,-38720.0,-24882.0,6809.0,margin_squeeze,1.0,climate_shock,0.2857,debt_overhang,0.2778,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-05-31,43500.0,2024-07-30,2024-07-30,2024-08-14,True,False,
AL00303,AS002814,ENT0086,2024-07-31,DAIRY,1,0.05201640385001831,0.004701025326280625,0.6737,0.3939,AMBER,AMBER>=0.38;RED>=0.58,50885.0,False,0.831,12.6,2.15,93300.0,4436.0,16600.0,12.6,-20533.0,24865.0,30352.0,margin_squeeze,1.0,working_capital_erosion,0.5588,debt_overhang,0.2778,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-07-31,34600.0,2024-11-28,2024-11-28,2024-10-14,True,False,
AL00304,AS002825,ENT0086,2025-06-30,DAIRY,1,0.022520269274568773,0.001448449922660891,0.6842,0.3864,AMBER,AMBER>=0.38;RED>=0.58,41219.0,False,0.906,23.4,3.27,99500.0,4730.0,11200.0,23.4,-10034.0,13804.0,31185.0,margin_squeeze,1.0,receivable_stretch,0.3333,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,23300.0,2025-10-28,2025-10-28,2025-09-13,True,False,
AL00305,AS002835,ENT0086,2026-04-30,DAIRY,1,0.3120333031173042,7.3675417838651084e-06,0.6947,0.5225,AMBER,AMBER>=0.38;RED>=0.58,123085.0,False,0.979,32.3,13.76,35700.0,1697.0,26800.0,32.3,-102567.0,-27938.0,20518.0,climate_shock,1.0,receivable_stretch,0.3333,margin_squeeze,0.3143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,108800.0,2026-08-28,2026-08-28,2026-07-14,True,False,
AL00306,AS002842,ENT0087,2024-02-29,DAIRY,1,0.447331510445288,0.0015846968970423198,0.4421,0.4445,AMBER,AMBER>=0.38;RED>=0.58,64985.0,True,0.426,43.4,4.45,13000.0,618.0,9600.0,43.4,-56537.0,-15197.0,8448.0,receivable_stretch,0.3333,demand_trough,0.3243,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-02-29,78500.0,2024-08-27,2024-08-27,2024-05-14,True,False,
AL00307,AS002844,ENT0087,2024-04-30,DAIRY,1,0.9122775232147199,0.07330275767704837,0.6842,0.7868,RED,AMBER>=0.38;RED>=0.58,83886.0,True,0.431,22.0,4.0,8900.0,423.0,6100.0,22.0,-80942.0,-34319.0,2944.0,margin_squeeze,1.0,receivable_stretch,0.3333,climate_shock,0.2857,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-04-30,80000.0,2024-07-29,2024-07-29,2024-07-14,True,False,
AL00308,AS002846,ENT0087,2024-06-30,DAIRY,1,0.008543485587272377,0.8354710065643709,0.8421,0.467,AMBER,AMBER>=0.38;RED>=0.58,38794.0,True,0.421,-1.6,2.91,34800.0,1654.0,5600.0,-1.6,-18664.0,9220.0,20130.0,margin_squeeze,1.0,working_capital_erosion,1.0,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-06-30,38500.0,2024-10-28,2024-10-28,2024-09-13,True,False,
AL00309,AS002857,ENT0087,2025-05-31,DAIRY,1,0.1185848643232425,0.00017708601971134965,0.6316,0.4007,AMBER,AMBER>=0.38;RED>=0.58,65994.0,True,0.434,17.1,5.14,24400.0,1160.0,6600.0,17.1,-52584.0,-1373.0,13410.0,margin_squeeze,0.5714,working_capital_erosion,0.5588,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-05-31,50600.0,2025-08-29,2025-08-29,2025-08-14,True,False,
AL00310,AS002868,ENT0087,2026-04-30,DAIRY,1,0.26163609939846055,3.82692331613428e-05,0.6737,0.4883,AMBER,AMBER>=0.38;RED>=0.58,84680.0,True,0.433,28.3,,13200.0,628.0,11000.0,28.3,-70605.0,-27619.0,14075.0,climate_shock,1.0,margin_squeeze,0.5714,working_capital_erosion,0.2647,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-04-30,81000.0,2026-09-27,2026-09-27,2026-07-14,True,False,
AL00311,AS002870,ENT0087,2026-06-30,DAIRY,1,0.00463652667941916,6.0300348655323086e-05,0.7263,0.4016,AMBER,AMBER>=0.38;RED>=0.58,,True,0.442,4.7,,32800.0,1559.0,7700.0,4.7,,,,margin_squeeze,1.0,working_capital_erosion,1.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2026-06-30,33000.0,2026-12-27,2026-12-27,2026-09-13,True,False,
AL00312,AS002908,ENT0089,2024-02-29,DAIRY,2,0.867012721394889,0.0006062143862199536,0.2316,0.5175,AMBER,AMBER>=0.38;RED>=0.58,38386.0,False,0.904,46.6,2.66,8500.0,404.0,14400.0,46.6,-42900.0,-22746.0,-4514.0,demand_trough,0.3243,climate_shock,0.2857,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-02-29,68100.0,2024-07-28,2024-07-28,2024-05-14,True,False,
AL00313,AS002910,ENT0089,2024-04-30,DAIRY,2,0.8581402924634219,0.007838413113688299,0.3053,0.5541,AMBER,AMBER>=0.38;RED>=0.58,61737.0,False,0.904,22.1,2.11,7600.0,361.0,10900.0,22.1,-65804.0,-21744.0,-4067.0,margin_squeeze,0.5714,working_capital_erosion,0.2647,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-04-30,64700.0,2024-07-29,2024-07-29,2024-07-14,True,False,
AL00314,AS002912,ENT0089,2024-06-30,DAIRY,2,0.012708192684219096,0.006297032599077816,0.8421,0.4689,AMBER,AMBER>=0.38;RED>=0.58,28049.0,False,0.917,1.8,1.34,10900.0,518.0,14400.0,-3.7,-14965.0,-3483.0,13084.0,margin_squeeze,1.0,working_capital_erosion,1.0,debt_overhang,0.3056,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-06-30,16400.0,2024-08-29,2024-08-29,2024-09-13,True,False,
AL00315,AS002914,ENT0089,2024-08-31,DAIRY,2,0.012242332267714868,0.00032167896256838464,0.7684,0.4281,AMBER,AMBER>=0.38;RED>=0.58,31036.0,False,0.919,13.4,2.23,36800.0,1750.0,18600.0,-8.2,2275.0,23221.0,33311.0,margin_squeeze,0.7429,working_capital_erosion,0.7353,climate_shock,0.3143,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2024-08-31,6700.0,2024-09-30,2024-09-30,2024-11-14,True,False,
AL00316,AS002920,ENT0089,2025-02-28,DAIRY,2,0.7734851036951089,4.875972178491803e-06,0.1263,0.4175,AMBER,AMBER>=0.38;RED>=0.58,39343.0,False,0.934,52.6,9.26,8800.0,418.0,20700.0,52.6,-39242.0,-19409.0,101.0,demand_trough,0.3243,,0.0,,0.0,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-02-28,107800.0,2025-07-28,2025-07-28,2025-05-14,True,False,
AL00317,AS002922,ENT0089,2025-04-30,DAIRY,2,0.8118753369368916,0.0013971436197495535,0.6737,0.7359,RED,AMBER>=0.38;RED>=0.58,59244.0,False,0.946,23.9,,7500.0,357.0,9200.0,23.9,-60846.0,-23586.0,-1602.0,climate_shock,0.7143,margin_squeeze,0.5714,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-04-30,73900.0,2025-08-28,2025-08-28,2025-07-14,True,False,
AL00318,AS002924,ENT0089,2025-06-30,DAIRY,2,0.004575586751200933,0.00010867990029443732,0.8316,0.4594,AMBER,AMBER>=0.38;RED>=0.58,24659.0,False,0.945,-0.0,,28300.0,1345.0,11600.0,-0.0,-14371.0,755.0,10288.0,margin_squeeze,1.0,working_capital_erosion,1.0,demand_trough,0.2703,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-06-30,17000.0,2025-08-29,2025-08-29,2025-09-13,True,False,
AL00319,AS002926,ENT0089,2025-08-31,DAIRY,2,0.008663154721772181,0.00017120775249772688,0.9053,0.5018,AMBER,AMBER>=0.38;RED>=0.58,57598.0,False,0.955,-3.3,,17300.0,822.0,2700.0,-16.2,-523.0,44546.0,57075.0,working_capital_erosion,1.0,margin_squeeze,0.5714,receivable_stretch,0.3333,"{""model"": 0.45, ""rule"": 0.55}",hgb_stress_v1.2,rules_v1.2_18rules,2025-08-31,100.0,2025-10-30,2025-10-30,2025-11-14,True,False,
