batch_id,enterprise_id,placed_on,realised_on,grow_days,chicks_placed,placement_cost,feed_on_dealer_credit,realisation,realisation_price
ENT0125-B10,ENT0125,2024-10-24,2024-12-05,42,25985,6227.0,13553.0,63111.0,117.75
ENT0125-B11,ENT0125,2024-12-15,2025-01-26,42,20316,5281.0,13359.0,51047.0,101.48
ENT0125-B12,ENT0125,2025-02-02,2025-03-16,42,20799,6006.0,14380.0,39204.0,88.63
ENT0125-B13,ENT0125,2025-03-26,2025-05-07,42,18154,7240.0,16198.0,28760.0,76.16
ENT0125-B14,ENT0125,2025-05-16,2025-06-27,42,22027,7105.0,17859.0,30343.0,75.72
ENT0125-B15,ENT0125,2025-07-06,2025-08-17,42,27190,7158.0,17647.0,18615.0,79.67
ENT0125-B16,ENT0125,2025-08-27,2025-10-08,42,29543,6455.0,16310.0,45442.0,96.88
ENT0125-B17,ENT0125,2025-10-17,2025-11-28,42,22403,5748.0,14424.0,54602.0,103.71
ENT0125-B18,ENT0125,2025-12-07,2026-01-18,42,18399,5327.0,14029.0,50228.0,109.71
ENT0125-B19,ENT0125,2026-01-27,2026-03-10,42,22673,6129.0,15988.0,55281.0,93.78
ENT0125-B20,ENT0125,2026-03-18,2026-04-29,42,21860,8583.0,19194.0,36993.0,88.53
ENT0125-B21,ENT0125,2026-05-09,2026-06-20,42,21790,7533.0,21153.0,30542.0,79.38
ENT0130-B01,ENT0130,2023-08-10,2023-09-21,42,118614,31611.0,71236.0,153920.0,95.0
ENT0130-B02,ENT0130,2023-09-30,2023-11-11,42,100496,26682.0,63427.0,256445.0,104.05
ENT0130-B03,ENT0130,2023-11-18,2023-12-30,42,137168,28225.0,61227.0,328775.0,113.24
ENT0130-B04,ENT0130,2024-01-09,2024-02-20,42,117966,23041.0,64906.0,266332.0,104.51
ENT0130-B05,ENT0130,2024-02-29,2024-04-11,42,126400,27987.0,71657.0,193270.0,89.32
ENT0130-B06,ENT0130,2024-04-20,2024-06-01,42,122131,34906.0,76184.0,188103.0,84.86
ENT0130-B07,ENT0130,2024-06-08,2024-07-20,42,106273,30237.0,82085.0,154458.0,83.56
ENT0130-B08,ENT0130,2024-07-29,2024-09-09,42,122013,31502.0,80600.0,175464.0,98.15
ENT0130-B09,ENT0130,2024-09-16,2024-10-28,42,123616,28215.0,71915.0,276417.0,111.54
ENT0130-B10,ENT0130,2024-11-07,2024-12-19,42,122475,28640.0,65792.0,198606.0,103.93
ENT0130-B11,ENT0130,2024-12-26,2025-02-06,42,116573,27514.0,70724.0,300116.0,97.42
ENT0130-B12,ENT0130,2025-02-16,2025-03-30,42,154135,33329.0,74545.0,264266.0,90.33
ENT0130-B13,ENT0130,2025-04-06,2025-05-18,42,140468,31520.0,86068.0,211493.0,75.96
ENT0130-B14,ENT0130,2025-05-26,2025-07-07,42,105526,32407.0,91925.0,132028.0,76.18
ENT0130-B15,ENT0130,2025-07-15,2025-08-26,42,108927,43109.0,89213.0,149982.0,79.34
ENT0130-B16,ENT0130,2025-09-05,2025-10-17,42,121426,33732.0,78959.0,231450.0,96.26
ENT0130-B17,ENT0130,2025-10-24,2025-12-05,42,139276,32025.0,72891.0,394672.0,107.41
ENT0130-B18,ENT0130,2025-12-12,2026-01-23,42,109502,28778.0,72049.0,297047.0,107.41
ENT0130-B19,ENT0130,2026-01-30,2026-03-13,42,97604,33533.0,84638.0,186918.0,94.55
ENT0130-B20,ENT0130,2026-03-22,2026-05-03,42,137332,32650.0,94774.0,168890.0,82.1
ENT0130-B21,ENT0130,2026-05-13,2026-06-24,42,101937,44553.0,109373.0,174487.0,79.17
ENT0131-B01,ENT0131,2023-08-09,2023-09-20,42,111346,25014.0,67481.0,167700.0,95.12
ENT0131-B02,ENT0131,2023-09-28,2023-11-09,42,133132,26597.0,59371.0,275156.0,105.01
ENT0131-B03,ENT0131,2023-11-17,2023-12-29,42,94490,21267.0,56170.0,270497.0,111.84
ENT0131-B04,ENT0131,2024-01-05,2024-02-16,42,107498,20695.0,58929.0,235808.0,102.96
ENT0131-B05,ENT0131,2024-02-25,2024-04-07,42,116127,25975.0,65797.0,167857.0,87.83
ENT0131-B06,ENT0131,2024-04-16,2024-05-28,42,113138,29001.0,71931.0,182899.0,84.69
ENT0131-B07,ENT0131,2024-06-05,2024-07-17,42,122474,27093.0,74362.0,177887.0,84.56
ENT0131-B08,ENT0131,2024-07-26,2024-09-06,42,100844,36030.0,73297.0,183012.0,98.12
ENT0131-B09,ENT0131,2024-09-14,2024-10-26,42,107201,26199.0,65807.0,239158.0,110.61
ENT0131-B10,ENT0131,2024-11-05,2024-12-17,42,89415,24313.0,62200.0,138169.0,106.32
ENT0131-B11,ENT0131,2024-12-27,2025-02-07,42,124113,22867.0,62750.0,236975.0,96.44
ENT0131-B12,ENT0131,2025-02-14,2025-03-28,42,103586,25767.0,71764.0,190636.0,89.93
ENT0131-B13,ENT0131,2025-04-06,2025-05-18,42,114898,33205.0,78352.0,160661.0,75.96
ENT0131-B14,ENT0131,2025-05-26,2025-07-07,42,98252,31124.0,84928.0,123682.0,76.18
ENT0131-B15,ENT0131,2025-07-16,2025-08-27,42,126294,33807.0,78768.0,168849.0,79.08
ENT0131-B16,ENT0131,2025-09-06,2025-10-18,42,106148,27935.0,75429.0,216035.0,96.19
ENT0131-B17,ENT0131,2025-10-25,2025-12-06,42,101106,28426.0,67167.0,236626.0,107.11
ENT0131-B18,ENT0131,2025-12-13,2026-01-24,42,135475,28526.0,66441.0,311250.0,107.7
ENT0131-B19,ENT0131,2026-02-02,2026-03-16,42,133206,29905.0,78348.0,216645.0,94.78
ENT0131-B20,ENT0131,2026-03-23,2026-05-04,42,104719,36396.0,87856.0,178507.0,82.1
ENT0131-B21,ENT0131,2026-05-11,2026-06-22,42,125836,41421.0,98846.0,159794.0,78.57
ENT0174-B01,ENT0174,2023-08-09,2023-09-20,42,44088,17698.0,36320.0,60203.0,96.76
ENT0174-B02,ENT0174,2023-09-29,2023-11-10,42,41666,16733.0,32762.0,113124.0,110.62
ENT0174-B03,ENT0174,2023-11-18,2023-12-30,42,44291,14599.0,31688.0,106057.0,112.69
ENT0174-B04,ENT0174,2024-01-09,2024-02-20,42,51514,15317.0,33749.0,112833.0,106.29
ENT0174-B05,ENT0174,2024-02-27,2024-04-09,42,44793,15710.0,38050.0,80495.0,89.82
ENT0174-B06,ENT0174,2024-04-17,2024-05-29,42,53765,15899.0,41394.0,82476.0,88.68
ENT0174-B07,ENT0174,2024-06-05,2024-07-17,42,50738,16045.0,46432.0,63479.0,90.58
ENT0174-B08,ENT0174,2024-07-25,2024-09-05,42,52033,20668.0,43107.0,89193.0,98.16
ENT0174-B09,ENT0174,2024-09-12,2024-10-24,42,46905,19067.0,40469.0,79772.0,105.06
ENT0174-B10,ENT0174,2024-10-31,2024-12-12,42,43691,13698.0,37443.0,129855.0,114.83
ENT0174-B11,ENT0174,2024-12-21,2025-02-01,42,49884,17184.0,38241.0,139927.0,110.55
ENT0174-B12,ENT0174,2025-02-09,2025-03-23,42,38835,15972.0,43332.0,83077.0,101.92
ENT0174-B13,ENT0174,2025-03-30,2025-05-11,42,44858,17034.0,46733.0,58897.0,84.86
ENT0174-B14,ENT0174,2025-05-19,2025-06-30,42,37599,17897.0,50690.0,63042.0,84.16
ENT0174-B15,ENT0174,2025-07-08,2025-08-19,42,41954,20458.0,45340.0,40440.0,90.59
ENT0174-B16,ENT0174,2025-08-29,2025-10-10,42,47650,18033.0,43187.0,99857.0,114.41
ENT0174-B17,ENT0174,2025-10-17,2025-11-28,42,45329,17162.0,37833.0,120615.0,122.01
ENT0174-B18,ENT0174,2025-12-06,2026-01-17,42,51254,17602.0,39374.0,132785.0,120.15
ENT0174-B19,ENT0174,2026-01-26,2026-03-09,42,39235,15453.0,44635.0,95064.0,105.33
ENT0174-B20,ENT0174,2026-03-19,2026-04-30,42,45175,16859.0,49091.0,90714.0,98.96
ENT0174-B21,ENT0174,2026-05-08,2026-06-19,42,46550,23982.0,58205.0,67547.0,88.55
ENT0177-B01,ENT0177,2023-08-05,2023-09-16,42,62033,14143.0,32344.0,90492.0,96.86
ENT0177-B02,ENT0177,2023-09-26,2023-11-07,42,47907,13937.0,28807.0,127787.0,114.93
ENT0177-B03,ENT0177,2023-11-14,2023-12-26,42,60375,12578.0,26973.0,163833.0,118.5
ENT0177-B04,ENT0177,2024-01-04,2024-02-15,42,48017,10561.0,29175.0,112946.0,110.44
ENT0177-B05,ENT0177,2024-02-23,2024-04-05,42,54804,12673.0,31142.0,107543.0,92.81
ENT0177-B06,ENT0177,2024-04-13,2024-05-25,42,48035,12707.0,34958.0,64374.0,83.55
ENT0177-B07,ENT0177,2024-06-03,2024-07-15,42,45122,16028.0,37921.0,66039.0,85.16
ENT0177-B08,ENT0177,2024-07-22,2024-09-02,42,51348,15587.0,38481.0,54084.0,104.99
ENT0177-B09,ENT0177,2024-09-12,2024-10-24,42,50871,14276.0,32736.0,127028.0,112.52
ENT0177-B10,ENT0177,2024-11-02,2024-12-14,42,48019,10984.0,30613.0,151723.0,118.98
ENT0177-B11,ENT0177,2024-12-24,2025-02-04,42,47438,12824.0,32097.0,129524.0,108.99
ENT0177-B12,ENT0177,2025-02-12,2025-03-26,42,41457,13988.0,37532.0,88463.0,101.55
ENT0177-B13,ENT0177,2025-04-04,2025-05-16,42,54438,17781.0,41363.0,95177.0,91.36
ENT0177-B14,ENT0177,2025-05-25,2025-07-06,42,42886,17163.0,40855.0,70383.0,94.93
ENT0177-B15,ENT0177,2025-07-15,2025-08-26,42,41346,18824.0,39721.0,72662.0,97.47
ENT0177-B16,ENT0177,2025-09-05,2025-10-17,42,52142,15592.0,36205.0,105758.0,110.71
ENT0177-B17,ENT0177,2025-10-25,2025-12-06,42,52282,13108.0,34908.0,145876.0,119.03
ENT0177-B18,ENT0177,2025-12-14,2026-01-25,42,53001,13985.0,34052.0,171913.0,123.21
ENT0177-B19,ENT0177,2026-02-03,2026-03-17,42,55813,14519.0,35965.0,117238.0,107.07
ENT0177-B20,ENT0177,2026-03-25,2026-05-06,42,56783,16924.0,41013.0,84436.0,91.49
ENT0177-B21,ENT0177,2026-05-13,2026-06-24,42,55418,18938.0,44513.0,91419.0,90.42
ENT0178-B01,ENT0178,2023-08-09,2023-09-20,42,124228,40744.0,88958.0,191127.0,95.12
ENT0178-B02,ENT0178,2023-09-30,2023-11-11,42,100012,40805.0,80780.0,246258.0,104.05
ENT0178-B03,ENT0178,2023-11-19,2023-12-31,42,135522,32730.0,75282.0,309738.0,113.18
ENT0178-B04,ENT0178,2024-01-07,2024-02-18,42,103451,28830.0,81233.0,238045.0,104.21
ENT0178-B05,ENT0178,2024-02-27,2024-04-09,42,122164,34579.0,88455.0,170430.0,89.18
ENT0178-B06,ENT0178,2024-04-16,2024-05-28,42,115727,38633.0,98014.0,174128.0,84.69
ENT0178-B07,ENT0178,2024-06-05,2024-07-17,42,113626,46868.0,103976.0,149625.0,84.56
ENT0178-B08,ENT0178,2024-07-26,2024-09-06,42,126096,46375.0,101433.0,183612.0,98.12
ENT0178-B09,ENT0178,2024-09-13,2024-10-25,42,108118,40507.0,90402.0,187310.0,111.23
ENT0178-B10,ENT0178,2024-11-01,2024-12-13,42,110550,39970.0,86792.0,154744.0,109.2
ENT0178-B11,ENT0178,2024-12-22,2025-02-02,42,96491,37112.0,84794.0,231516.0,96.15
ENT0178-B12,ENT0178,2025-02-11,2025-03-25,42,92492,42393.0,96969.0,203066.0,90.29
ENT0178-B13,ENT0178,2025-04-02,2025-05-14,42,117514,46062.0,109083.0,136431.0,75.99
ENT0178-B14,ENT0178,2025-05-23,2025-07-04,42,99169,51723.0,115376.0,118796.0,77.13
ENT0178-B15,ENT0178,2025-07-11,2025-08-22,42,109875,54784.0,111976.0,91018.0,78.75
ENT0178-B16,ENT0178,2025-08-30,2025-10-11,42,136365,51883.0,104724.0,259300.0,96.41
ENT0178-B17,ENT0178,2025-10-21,2025-12-02,42,97117,48451.0,92562.0,273383.0,106.52
ENT0178-B18,ENT0178,2025-12-09,2026-01-20,42,113431,31816.0,91036.0,319936.0,108.9
ENT0178-B19,ENT0178,2026-01-29,2026-03-12,42,99445,40406.0,103875.0,224512.0,93.97
ENT0178-B20,ENT0178,2026-03-20,2026-05-01,42,90369,46230.0,122623.0,151993.0,83.33
ENT0178-B21,ENT0178,2026-05-09,2026-06-20,42,118174,61166.0,135591.0,181541.0,79.38
ENT0195-B01,ENT0195,2023-08-14,2023-09-25,42,90114,21964.0,54328.0,178940.0,94.28
ENT0195-B02,ENT0195,2023-10-03,2023-11-14,42,93617,17645.0,47958.0,199522.0,104.36
ENT0195-B03,ENT0195,2023-11-24,2024-01-05,42,90943,19312.0,44986.0,232702.0,109.45
ENT0195-B04,ENT0195,2024-01-15,2024-02-26,42,101427,19903.0,48716.0,242622.0,104.09
ENT0195-B05,ENT0195,2024-03-04,2024-04-15,42,100451,22745.0,55597.0,165261.0,88.22
ENT0195-B06,ENT0195,2024-04-25,2024-06-06,42,77778,23576.0,58923.0,106331.0,82.83
ENT0195-B07,ENT0195,2024-06-13,2024-07-25,42,84622,28690.0,60724.0,109555.0,83.73
ENT0195-B08,ENT0195,2024-08-01,2024-09-12,42,88755,26831.0,60244.0,138244.0,98.87
ENT0195-B09,ENT0195,2024-09-20,2024-11-01,42,78751,25437.0,54176.0,242366.0,117.87
ENT0195-B10,ENT0195,2024-11-10,2024-12-22,42,94204,19579.0,50641.0,134225.0,99.37
ENT0195-B11,ENT0195,2024-12-29,2025-02-09,42,105056,22226.0,50794.0,202114.0,96.11
ENT0195-B12,ENT0195,2025-02-16,2025-03-30,42,87447,25688.0,57618.0,156324.0,90.33
ENT0195-B13,ENT0195,2025-04-07,2025-05-19,42,90613,23548.0,63883.0,119210.0,75.69
ENT0195-B14,ENT0195,2025-05-29,2025-07-10,42,95922,30686.0,66097.0,124141.0,75.54
ENT0195-B15,ENT0195,2025-07-19,2025-08-30,42,96812,29373.0,67102.0,127126.0,79.2
ENT0195-B16,ENT0195,2025-09-09,2025-10-21,42,86545,28968.0,60026.0,202245.0,97.07
ENT0195-B17,ENT0195,2025-10-31,2025-12-12,42,70206,25705.0,54846.0,187817.0,106.25
ENT0195-B18,ENT0195,2025-12-22,2026-02-02,42,83973,25189.0,54643.0,210837.0,101.61
ENT0195-B19,ENT0195,2026-02-09,2026-03-23,42,73455,20582.0,64686.0,147441.0,96.59
ENT0195-B20,ENT0195,2026-03-31,2026-05-12,42,114827,26316.0,74021.0,124532.0,83.2
ENT0195-B21,ENT0195,2026-05-21,2026-07-02,42,89840,37407.0,81643.0,138759.0,81.5
ENT0202-B01,ENT0202,2023-08-06,2023-09-17,42,53647,16088.0,35759.0,95911.0,95.22
ENT0202-B02,ENT0202,2023-09-25,2023-11-06,42,53662,12657.0,32689.0,118859.0,104.79
ENT0202-B03,ENT0202,2023-11-14,2023-12-26,42,55990,11934.0,29679.0,159774.0,111.97
ENT0202-B04,ENT0202,2024-01-02,2024-02-13,42,59120,13377.0,31538.0,141444.0,102.07
ENT0202-B05,ENT0202,2024-02-20,2024-04-02,42,56827,14856.0,33910.0,102118.0,86.13
ENT0202-B06,ENT0202,2024-04-12,2024-05-24,42,63656,15422.0,38687.0,96168.0,85.04
ENT0202-B07,ENT0202,2024-05-31,2024-07-12,42,55687,15465.0,39416.0,81260.0,83.9
ENT0202-B08,ENT0202,2024-07-20,2024-08-31,42,52677,14955.0,40593.0,47789.0,91.17
ENT0202-B09,ENT0202,2024-09-09,2024-10-21,42,60007,13387.0,36248.0,114254.0,111.81
ENT0202-B10,ENT0202,2024-10-30,2024-12-11,42,53145,14456.0,34234.0,73424.0,111.36
ENT0202-B11,ENT0202,2024-12-20,2025-01-31,42,63530,12453.0,34543.0,147854.0,100.54
ENT0202-B12,ENT0202,2025-02-08,2025-03-22,42,61981,14711.0,37396.0,96955.0,89.63
ENT0202-B13,ENT0202,2025-03-31,2025-05-12,42,50807,14446.0,41864.0,68336.0,75.4
ENT0202-B14,ENT0202,2025-05-22,2025-07-03,42,62179,17989.0,45075.0,85337.0,76.97
ENT0202-B15,ENT0202,2025-07-10,2025-08-21,42,53736,18771.0,43510.0,42314.0,79.19
ENT0202-B16,ENT0202,2025-08-28,2025-10-09,42,52054,19786.0,41200.0,100425.0,96.55
ENT0202-B17,ENT0202,2025-10-16,2025-11-27,42,67437,15044.0,35982.0,141374.0,104.38
ENT0202-B18,ENT0202,2025-12-05,2026-01-16,42,54255,13273.0,35254.0,144123.0,109.72
ENT0202-B19,ENT0202,2026-01-23,2026-03-06,42,59196,16196.0,38445.0,99632.0,93.93
ENT0202-B20,ENT0202,2026-03-16,2026-04-27,42,47858,19172.0,47792.0,96227.0,88.48
ENT0202-B21,ENT0202,2026-05-04,2026-06-15,42,64925,20791.0,53627.0,94623.0,79.55
ENT0203-B01,ENT0203,2023-08-04,2023-09-15,42,45012,17600.0,41659.0,40395.0,96.06
ENT0203-B02,ENT0203,2023-09-22,2023-11-03,42,58771,16252.0,38647.0,129925.0,109.54
ENT0203-B03,ENT0203,2023-11-11,2023-12-23,42,63466,14704.0,37588.0,164735.0,114.44
ENT0203-B04,ENT0203,2024-01-02,2024-02-13,42,54561,15266.0,37920.0,167245.0,108.86
ENT0203-B05,ENT0203,2024-02-20,2024-04-02,42,51580,16776.0,40915.0,85265.0,90.81
ENT0203-B06,ENT0203,2024-04-11,2024-05-23,42,52889,17119.0,45910.0,90783.0,82.36
ENT0203-B07,ENT0203,2024-06-01,2024-07-13,42,47778,18645.0,48479.0,74740.0,84.05
ENT0203-B08,ENT0203,2024-07-20,2024-08-31,42,47709,18306.0,44791.0,42653.0,93.08
ENT0203-B09,ENT0203,2024-09-08,2024-10-20,42,58874,20981.0,40959.0,110238.0,108.01
ENT0203-B10,ENT0203,2024-10-27,2024-12-08,42,47985,15514.0,38990.0,76997.0,115.2
ENT0203-B11,ENT0203,2024-12-18,2025-01-29,42,43268,14304.0,38734.0,112014.0,98.11
ENT0203-B12,ENT0203,2025-02-06,2025-03-20,42,43540,20156.0,43819.0,102323.0,88.46
ENT0203-B13,ENT0203,2025-03-28,2025-05-09,42,53266,16796.0,46527.0,73152.0,76.68
ENT0203-B14,ENT0203,2025-05-18,2025-06-29,42,50278,18807.0,49125.0,50782.0,77.6
ENT0203-B15,ENT0203,2025-07-08,2025-08-19,42,55881,18535.0,48538.0,39527.0,86.17
ENT0203-B16,ENT0203,2025-08-29,2025-10-10,42,41425,23288.0,44039.0,77175.0,100.03
ENT0203-B17,ENT0203,2025-10-19,2025-11-30,42,44552,19712.0,42940.0,97031.0,106.79
ENT0203-B18,ENT0203,2025-12-09,2026-01-20,42,44383,18189.0,40871.0,122339.0,111.72
ENT0203-B19,ENT0203,2026-01-30,2026-03-13,42,52097,14627.0,45293.0,98521.0,96.32
ENT0203-B20,ENT0203,2026-03-22,2026-05-03,42,46178,22413.0,54972.0,68406.0,81.78
ENT0203-B21,ENT0203,2026-05-12,2026-06-23,42,52221,22892.0,56680.0,77977.0,82.4
ENT0209-B01,ENT0209,2023-08-09,2023-09-20,42,73938,19183.0,42867.0,126704.0,95.69
ENT0209-B02,ENT0209,2023-09-29,2023-11-10,42,70323,18726.0,39370.0,163720.0,114.65
ENT0209-B03,ENT0209,2023-11-17,2023-12-29,42,68785,17891.0,38150.0,154861.0,118.08
ENT0209-B04,ENT0209,2024-01-08,2024-02-19,42,73443,16172.0,38608.0,163857.0,106.51
ENT0209-B05,ENT0209,2024-02-28,2024-04-10,42,88497,19237.0,45596.0,105041.0,88.62
ENT0209-B06,ENT0209,2024-04-17,2024-05-29,42,65829,21818.0,46301.0,103905.0,85.49
ENT0209-B07,ENT0209,2024-06-07,2024-07-19,42,64986,17730.0,47999.0,97708.0,82.77
ENT0209-B08,ENT0209,2024-07-26,2024-09-06,42,63104,21636.0,47104.0,104658.0,97.33
ENT0209-B09,ENT0209,2024-09-13,2024-10-25,42,81660,21293.0,43125.0,178694.0,106.74
ENT0209-B10,ENT0209,2024-11-01,2024-12-13,42,90894,18448.0,40112.0,238639.0,116.93
ENT0209-B11,ENT0209,2024-12-21,2025-02-01,42,65473,18539.0,40745.0,145346.0,105.21
ENT0209-B12,ENT0209,2025-02-09,2025-03-23,42,62950,15336.0,44537.0,129585.0,97.33
ENT0209-B13,ENT0209,2025-04-01,2025-05-13,42,75853,21124.0,50563.0,112904.0,84.69
ENT0209-B14,ENT0209,2025-05-21,2025-07-02,42,83456,24633.0,51936.0,129137.0,86.2
ENT0209-B15,ENT0209,2025-07-10,2025-08-21,42,69693,19845.0,51997.0,73791.0,96.08
ENT0209-B16,ENT0209,2025-08-31,2025-10-12,42,65542,22082.0,48275.0,156431.0,115.64
ENT0209-B17,ENT0209,2025-10-21,2025-12-02,42,67347,18245.0,44694.0,191213.0,125.54
ENT0209-B18,ENT0209,2025-12-12,2026-01-23,42,83340,18043.0,45693.0,183986.0,121.04
ENT0209-B19,ENT0209,2026-02-02,2026-03-16,42,63583,22304.0,51458.0,166573.0,108.18
ENT0209-B20,ENT0209,2026-03-23,2026-05-04,42,61629,20804.0,55073.0,113664.0,91.38
ENT0209-B21,ENT0209,2026-05-12,2026-06-23,42,61562,21349.0,57040.0,101557.0,90.86
ENT0227-B01,ENT0227,2023-08-05,2023-09-16,42,87881,22430.0,60876.0,140511.0,93.93
ENT0227-B02,ENT0227,2023-09-24,2023-11-05,42,116049,26968.0,57532.0,267776.0,104.57
ENT0227-B03,ENT0227,2023-11-14,2023-12-26,42,100941,20826.0,53773.0,255105.0,107.22
ENT0227-B04,ENT0227,2024-01-02,2024-02-13,42,94567,21629.0,57220.0,275607.0,105.78
ENT0227-B05,ENT0227,2024-02-20,2024-04-02,42,99279,26041.0,59937.0,149020.0,94.04
ENT0227-B06,ENT0227,2024-04-10,2024-05-22,42,108981,23050.0,68493.0,192048.0,84.15
ENT0227-B07,ENT0227,2024-05-29,2024-07-10,42,110777,31253.0,68348.0,139729.0,83.89
ENT0227-B08,ENT0227,2024-07-18,2024-08-29,42,96038,27700.0,66375.0,82605.0,91.8
ENT0227-B09,ENT0227,2024-09-07,2024-10-19,42,109509,26777.0,60254.0,248065.0,111.94
ENT0227-B10,ENT0227,2024-10-27,2024-12-08,42,98473,25238.0,58763.0,265756.0,121.04
ENT0227-B11,ENT0227,2024-12-15,2025-01-26,42,99362,22559.0,58577.0,285992.0,120.15
ENT0227-B12,ENT0227,2025-02-05,2025-03-19,42,105612,26627.0,62755.0,230137.0,102.87
ENT0227-B13,ENT0227,2025-03-27,2025-05-08,42,118085,30105.0,69531.0,197535.0,87.53
ENT0227-B14,ENT0227,2025-05-17,2025-06-28,42,96555,34023.0,74939.0,162732.0,88.39
ENT0227-B15,ENT0227,2025-07-05,2025-08-16,42,96087,28547.0,75230.0,90008.0,97.9
ENT0227-B16,ENT0227,2025-08-26,2025-10-07,42,104801,26264.0,68638.0,226027.0,114.31
ENT0227-B17,ENT0227,2025-10-17,2025-11-28,42,89064,25644.0,61911.0,277042.0,119.43
ENT0227-B18,ENT0227,2025-12-06,2026-01-17,42,105821,26267.0,61971.0,253623.0,115.72
ENT0227-B19,ENT0227,2026-01-27,2026-03-10,42,89656,29919.0,67717.0,225446.0,104.7
ENT0227-B20,ENT0227,2026-03-20,2026-05-01,42,92144,34142.0,81711.0,139170.0,92.72
ENT0227-B21,ENT0227,2026-05-10,2026-06-21,42,105861,40538.0,86315.0,149226.0,90.06
ENT0231-B01,ENT0231,2023-08-07,2023-09-18,42,38934,10790.0,27368.0,72213.0,95.71
ENT0231-B02,ENT0231,2023-09-28,2023-11-09,42,50632,9765.0,24513.0,113324.0,105.01
ENT0231-B03,ENT0231,2023-11-18,2023-12-30,42,48771,10216.0,23035.0,107931.0,113.24
ENT0231-B04,ENT0231,2024-01-06,2024-02-17,42,44953,11372.0,24650.0,89899.0,103.67
ENT0231-B05,ENT0231,2024-02-24,2024-04-06,42,44757,11236.0,26583.0,78695.0,87.56
ENT0231-B06,ENT0231,2024-04-16,2024-05-28,42,34428,11641.0,30294.0,63298.0,84.69
ENT0231-B07,ENT0231,2024-06-05,2024-07-17,42,34484,13857.0,31193.0,55115.0,84.56
ENT0231-B08,ENT0231,2024-07-25,2024-09-05,42,39883,15317.0,30286.0,71565.0,98.58
ENT0231-B09,ENT0231,2024-09-15,2024-10-27,42,44162,13792.0,27351.0,106340.0,110.76
ENT0231-B10,ENT0231,2024-11-05,2024-12-17,42,36618,10758.0,25399.0,60205.0,106.32
ENT0231-B11,ENT0231,2024-12-24,2025-02-04,42,38563,10925.0,26174.0,90474.0,97.42
ENT0231-B12,ENT0231,2025-02-11,2025-03-25,42,47498,11427.0,29426.0,78590.0,90.29
ENT0231-B13,ENT0231,2025-04-02,2025-05-14,42,48280,11441.0,32820.0,73314.0,75.99
ENT0231-B14,ENT0231,2025-05-22,2025-07-03,42,53070,16375.0,35170.0,58150.0,76.97
ENT0231-B15,ENT0231,2025-07-10,2025-08-21,42,42668,15485.0,33238.0,36402.0,79.19
ENT0231-B16,ENT0231,2025-08-30,2025-10-11,42,44705,14930.0,30979.0,76006.0,96.41
ENT0231-B17,ENT0231,2025-10-21,2025-12-02,42,44428,13565.0,27386.0,122250.0,106.52
ENT0231-B18,ENT0231,2025-12-10,2026-01-21,42,44776,10096.0,27197.0,133860.0,108.26
ENT0231-B19,ENT0231,2026-01-30,2026-03-13,42,43051,10185.0,31087.0,71993.0,94.55
ENT0231-B20,ENT0231,2026-03-20,2026-05-01,42,47577,13374.0,38147.0,69328.0,83.33
ENT0231-B21,ENT0231,2026-05-08,2026-06-19,42,48517,16345.0,40223.0,63103.0,79.31
ENT0232-B01,ENT0232,2023-08-06,2023-09-17,42,90062,34290.0,84273.0,157328.0,95.22
ENT0232-B02,ENT0232,2023-09-27,2023-11-08,42,105180,35273.0,75511.0,309566.0,104.54
ENT0232-B03,ENT0232,2023-11-15,2023-12-27,42,135677,30515.0,68372.0,304385.0,112.23
ENT0232-B04,ENT0232,2024-01-03,2024-02-14,42,94862,33745.0,73364.0,217534.0,101.87
ENT0232-B05,ENT0232,2024-02-24,2024-04-06,42,106880,33418.0,82391.0,162126.0,87.56
ENT0232-B06,ENT0232,2024-04-14,2024-05-26,42,96030,34633.0,89052.0,149411.0,84.89
ENT0232-B07,ENT0232,2024-06-02,2024-07-14,42,98780,33948.0,94204.0,123001.0,84.26
ENT0232-B08,ENT0232,2024-07-22,2024-09-02,42,93534,46029.0,93360.0,96510.0,99.06
ENT0232-B09,ENT0232,2024-09-10,2024-10-22,42,106982,35098.0,84853.0,201829.0,112.32
ENT0232-B10,ENT0232,2024-11-01,2024-12-13,42,115983,32623.0,77971.0,166686.0,109.2
ENT0232-B11,ENT0232,2024-12-23,2025-02-03,42,108472,29583.0,77526.0,233200.0,96.24
ENT0232-B12,ENT0232,2025-02-10,2025-03-24,42,108552,31806.0,88459.0,178255.0,90.09
ENT0232-B13,ENT0232,2025-04-02,2025-05-14,42,108629,34020.0,98732.0,145291.0,75.99
ENT0232-B14,ENT0232,2025-05-22,2025-07-03,42,96299,36932.0,108626.0,118921.0,76.97
ENT0232-B15,ENT0232,2025-07-11,2025-08-22,42,122190,43700.0,101613.0,77245.0,78.75
ENT0232-B16,ENT0232,2025-08-30,2025-10-11,42,91467,40804.0,95185.0,168985.0,96.41
ENT0232-B17,ENT0232,2025-10-20,2025-12-01,42,98835,40028.0,84273.0,241383.0,106.79
ENT0232-B18,ENT0232,2025-12-10,2026-01-21,42,114827,33475.0,81062.0,242369.0,108.26
ENT0232-B19,ENT0232,2026-01-28,2026-03-11,42,94593,29397.0,92002.0,164241.0,93.75
