district_id,obs_date,rainfall_mm,temp_max_c,humidity_pct,thi,rain_30d,rain_anomaly_pct,source
1,2026-04-05,0.0,36.9,34.8,83.75,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-06,0.0,36.4,34.3,83.03,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-07,0.0,39.2,38.4,87.25,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-08,0.0,39.8,37.3,87.67,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-09,0.0,36.7,38.3,84.35,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-10,0.0,36.1,31.0,81.97,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-11,0.0,43.6,35.8,91.75,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-12,0.0,40.3,41.7,89.41,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-13,0.0,41.1,44.8,91.25,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-14,0.0,39.9,44.0,89.54,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-15,0.0,38.4,38.5,86.35,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-16,0.0,40.8,32.8,87.74,2.0800000000000285,118.7,open_meteo_era5_synthetic
1,2026-04-17,0.0,42.5,39.5,91.52,1.5600000000000285,64.1,open_meteo_era5_synthetic
1,2026-04-18,0.0,39.3,43.8,88.78,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-19,0.0,40.8,46.7,91.38,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-20,0.0,40.8,44.3,90.77,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-21,0.0,41.1,40.3,90.02,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-22,0.0,39.9,37.5,87.85,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-23,0.0,35.9,41.4,84.03,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-24,0.0,39.8,31.9,86.32,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-25,0.0,38.3,44.5,87.63,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-26,0.0,40.5,31.5,87.03,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-27,0.0,36.2,37.5,83.48,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-28,0.0,38.3,30.1,84.28,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-29,0.0,38.7,36.7,86.27,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-04-30,0.0,37.6,30.9,83.69,0.7000000000000284,-26.4,open_meteo_era5_synthetic
1,2026-05-01,0.37,42.8,41.4,92.45,1.0700000000000283,2.9,open_meteo_era5_synthetic
1,2026-05-02,0.0,40.9,38.2,89.27,1.0700000000000283,2.9,open_meteo_era5_synthetic
1,2026-05-03,0.0,39.5,31.2,85.82,1.0700000000000283,2.9,open_meteo_era5_synthetic
1,2026-05-04,0.0,40.9,34.8,88.35,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-05,0.0,38.2,34.2,85.11,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-06,0.0,40.6,37.2,88.59,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-07,0.0,42.1,33.0,89.25,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-08,0.0,41.7,38.1,90.18,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-09,0.0,39.4,39.3,87.72,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-10,0.0,43.3,42.5,93.29,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-11,0.0,43.4,47.5,94.92,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-12,0.0,40.4,41.2,89.39,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-13,0.0,39.8,37.2,87.65,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-14,0.0,40.6,35.0,88.09,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-15,0.0,40.8,51.7,92.72,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-16,0.0,40.8,38.9,89.34,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-17,0.0,38.7,36.0,86.08,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-18,0.0,41.2,41.9,90.61,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-19,0.0,40.3,42.8,89.76,0.3700000000000284,-64.4,open_meteo_era5_synthetic
1,2026-05-20,0.97,38.6,33.2,85.36,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-21,0.0,39.0,37.1,86.69,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-22,0.0,42.6,29.4,88.83,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-23,0.0,45.1,35.8,93.45,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-24,0.0,44.2,37.2,92.8,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-25,0.0,43.8,38.7,92.82,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-26,0.0,40.0,42.9,89.41,1.3400000000000283,28.8,open_meteo_era5_synthetic
1,2026-05-27,1.07,39.6,44.4,89.28,2.4100000000000286,131.7,open_meteo_era5_synthetic
1,2026-05-28,0.0,39.1,43.6,88.4,2.4100000000000286,131.7,open_meteo_era5_synthetic
1,2026-05-29,0.0,41.3,43.4,91.08,2.4100000000000286,131.7,open_meteo_era5_synthetic
1,2026-05-30,0.0,43.1,43.7,93.42,2.4100000000000286,131.7,open_meteo_era5_synthetic
1,2026-05-31,0.93,41.8,48.5,93.09,2.9700000000000286,185.6,open_meteo_era5_synthetic
1,2026-06-01,13.44,34.6,55.9,85.34,16.41000000000003,-67.2,open_meteo_era5_synthetic
1,2026-06-02,0.0,37.4,43.6,86.39,16.41000000000003,-67.2,open_meteo_era5_synthetic
1,2026-06-03,0.0,37.7,39.8,85.88,16.41000000000003,-67.2,open_meteo_era5_synthetic
1,2026-06-04,12.5,36.8,36.9,84.09,28.91000000000003,-42.2,open_meteo_era5_synthetic
1,2026-06-05,0.0,38.1,40.5,86.5,28.91000000000003,-42.2,open_meteo_era5_synthetic
1,2026-06-06,0.0,37.0,45.0,86.18,28.91000000000003,-42.2,open_meteo_era5_synthetic
1,2026-06-07,0.0,34.1,36.7,80.92,28.91000000000003,-42.2,open_meteo_era5_synthetic
1,2026-06-08,0.0,35.5,39.7,83.22,28.91000000000003,-42.2,open_meteo_era5_synthetic
1,2026-06-09,4.75,33.4,53.1,83.26,33.660000000000025,-32.7,open_meteo_era5_synthetic
1,2026-06-10,2.36,39.3,31.2,85.59,36.02000000000003,-28.0,open_meteo_era5_synthetic
1,2026-06-11,0.0,35.1,38.5,82.42,36.02000000000003,-28.0,open_meteo_era5_synthetic
1,2026-06-12,0.0,36.9,46.3,86.3,36.02000000000003,-28.0,open_meteo_era5_synthetic
1,2026-06-13,19.77,40.0,44.6,89.75,55.79000000000003,11.5,open_meteo_era5_synthetic
1,2026-06-14,1.54,36.7,43.0,85.4,57.33000000000003,14.6,open_meteo_era5_synthetic
1,2026-06-15,0.0,34.4,42.0,82.26,57.33000000000003,14.6,open_meteo_era5_synthetic
1,2026-06-16,2.55,37.4,50.2,87.87,59.880000000000024,19.7,open_meteo_era5_synthetic
1,2026-06-17,0.0,37.3,40.8,85.58,59.880000000000024,19.7,open_meteo_era5_synthetic
1,2026-06-18,0.0,38.3,39.5,86.53,59.880000000000024,19.7,open_meteo_era5_synthetic
1,2026-06-19,0.0,37.4,46.5,87.08,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-20,0.0,37.4,52.2,88.37,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-21,0.0,38.3,47.6,88.37,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-22,0.0,37.4,50.0,87.85,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-23,0.0,39.2,46.6,89.38,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-24,0.0,39.3,43.2,88.61,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-25,0.0,39.1,46.8,89.2,58.910000000000025,17.8,open_meteo_era5_synthetic
1,2026-06-26,0.0,35.3,34.7,81.93,57.84000000000003,15.6,open_meteo_era5_synthetic
1,2026-06-27,0.0,39.1,46.2,89.08,57.84000000000003,15.6,open_meteo_era5_synthetic
1,2026-06-28,0.0,36.4,44.4,85.29,57.84000000000003,15.6,open_meteo_era5_synthetic
1,2026-06-29,4.37,37.1,50.7,87.53,62.21000000000003,24.4,open_meteo_era5_synthetic
1,2026-06-30,0.0,34.6,47.5,83.68,61.28000000000003,22.5,open_meteo_era5_synthetic
1,2026-07-01,45.5,30.3,55.4,79.4,93.34000000000003,-80.7,open_meteo_era5_synthetic
1,2026-07-02,41.51,30.3,61.3,80.38,134.85000000000002,-72.1,open_meteo_era5_synthetic
1,2026-07-03,16.9,34.8,52.2,84.9,151.75000000000003,-68.6,open_meteo_era5_synthetic
1,2026-07-04,58.85,38.0,52.9,89.32,198.10000000000002,-59.1,open_meteo_era5_synthetic
1,2026-07-05,2.14,34.1,56.4,84.84,200.24000000000004,-58.6,open_meteo_era5_synthetic
1,2026-07-06,53.0,35.2,51.4,85.3,253.24000000000004,-47.7,open_meteo_era5_synthetic
1,2026-07-07,64.69,36.1,62.0,88.75,317.93000000000006,-34.3,open_meteo_era5_synthetic
1,2026-07-08,43.75,32.3,55.8,82.16,361.68000000000006,-25.2,open_meteo_era5_synthetic
1,2026-07-09,24.17,35.1,61.5,87.17,381.1,-21.2,open_meteo_era5_synthetic
1,2026-07-10,31.04,30.3,51.8,78.9,409.78000000000003,-15.3,open_meteo_era5_synthetic
1,2026-07-11,0.0,32.2,55.6,82.01,409.78000000000003,-15.3,open_meteo_era5_synthetic
1,2026-07-12,29.44,29.4,49.5,77.33,439.22,-9.2,open_meteo_era5_synthetic
1,2026-07-13,25.69,34.6,67.1,87.59,445.14000000000004,-8.0,open_meteo_era5_synthetic
1,2026-07-14,0.0,33.5,67.6,86.14,443.6,-8.3,open_meteo_era5_synthetic
1,2026-07-15,2.96,32.7,46.6,81.12,446.56,-7.7,open_meteo_era5_synthetic
1,2026-07-16,0.0,32.3,53.1,81.76,444.01,-8.2,open_meteo_era5_synthetic
1,2026-07-17,28.78,30.9,50.7,79.43,472.79,-2.3,open_meteo_era5_synthetic
1,2026-07-18,64.98,35.2,57.5,86.52,537.77,11.2,open_meteo_era5_synthetic
1,2026-07-19,26.23,33.3,57.2,83.8,564.0,16.6,open_meteo_era5_synthetic
1,2026-07-20,0.0,36.2,52.8,86.92,564.0,16.6,open_meteo_era5_synthetic
1,2026-07-21,0.0,37.4,57.9,89.68,564.0,16.6,open_meteo_era5_synthetic
1,2026-07-22,0.0,33.8,58.0,84.75,564.0,16.6,open_meteo_era5_synthetic
1,2026-07-23,63.02,32.1,57.6,82.33,627.02,29.6,open_meteo_era5_synthetic
1,2026-07-24,0.0,32.1,54.3,81.65,627.02,29.6,open_meteo_era5_synthetic
1,2026-07-25,36.37,32.7,59.2,83.44,663.39,37.1,open_meteo_era5_synthetic
1,2026-07-26,56.34,30.6,62.0,80.96,719.73,48.8,open_meteo_era5_synthetic
1,2026-07-27,88.36,33.9,55.9,84.44,808.09,67.0,open_meteo_era5_synthetic
1,2026-07-28,23.68,33.8,58.9,84.87,831.77,71.9,open_meteo_era5_synthetic
1,2026-07-29,32.19,30.3,50.5,78.67,859.59,77.7,open_meteo_era5_synthetic
1,2026-07-30,19.68,31.1,61.0,81.52,879.27,81.8,open_meteo_era5_synthetic
1,2026-07-31,20.12,31.4,57.3,81.27,853.89,76.5,open_meteo_era5_synthetic
2,2023-08-01,0.0,32.7,50.3,81.82,0.0,-100.0,open_meteo_era5_synthetic
2,2023-08-02,0.0,38.3,54.2,90.04,0.0,-100.0,open_meteo_era5_synthetic
2,2023-08-03,0.0,32.2,50.0,81.04,0.0,-100.0,open_meteo_era5_synthetic
2,2023-08-04,0.0,34.6,42.0,82.57,0.0,-100.0,open_meteo_era5_synthetic
2,2023-08-05,26.48,34.4,53.1,84.6,26.48,-93.2,open_meteo_era5_synthetic
2,2023-08-06,0.0,33.4,53.2,83.23,26.48,-93.2,open_meteo_era5_synthetic
2,2023-08-07,14.66,35.4,56.6,86.57,41.14,-89.4,open_meteo_era5_synthetic
2,2023-08-08,18.91,31.9,48.6,80.44,60.05,-84.5,open_meteo_era5_synthetic
2,2023-08-09,0.0,30.9,41.0,77.91,60.05,-84.5,open_meteo_era5_synthetic
2,2023-08-10,0.0,32.9,43.9,80.8,60.05,-84.5,open_meteo_era5_synthetic
2,2023-08-11,52.01,32.7,43.0,80.48,112.06,-71.1,open_meteo_era5_synthetic
2,2023-08-12,2.73,32.6,35.2,78.91,114.79,-70.4,open_meteo_era5_synthetic
2,2023-08-13,0.0,33.7,51.1,83.25,114.79,-70.4,open_meteo_era5_synthetic
2,2023-08-14,24.04,38.9,45.0,88.56,138.83,-64.2,open_meteo_era5_synthetic
2,2023-08-15,11.68,34.9,48.4,84.28,150.51,-61.2,open_meteo_era5_synthetic
2,2023-08-16,58.61,32.7,57.2,83.05,209.12,-46.1,open_meteo_era5_synthetic
2,2023-08-17,34.08,34.2,53.0,84.28,243.2,-37.3,open_meteo_era5_synthetic
2,2023-08-18,0.0,33.6,46.4,82.2,243.2,-37.3,open_meteo_era5_synthetic
2,2023-08-19,53.15,33.3,50.3,82.51,296.35,-23.6,open_meteo_era5_synthetic
2,2023-08-20,0.0,31.7,53.1,80.95,296.35,-23.6,open_meteo_era5_synthetic
2,2023-08-21,8.55,33.2,52.6,82.89,304.9,-21.4,open_meteo_era5_synthetic
2,2023-08-22,6.08,34.1,56.7,84.9,310.98,-19.8,open_meteo_era5_synthetic
2,2023-08-23,0.0,33.2,55.1,83.37,310.98,-19.8,open_meteo_era5_synthetic
2,2023-08-24,0.0,33.4,41.9,81.08,310.98,-19.8,open_meteo_era5_synthetic
2,2023-08-25,16.16,32.3,50.2,81.21,327.14,-15.7,open_meteo_era5_synthetic
2,2023-08-26,22.79,33.3,40.9,80.78,349.93,-9.8,open_meteo_era5_synthetic
2,2023-08-27,5.34,34.3,47.3,83.31,355.27,-8.4,open_meteo_era5_synthetic
2,2023-08-28,27.18,32.8,48.0,81.48,382.45,-1.4,open_meteo_era5_synthetic
2,2023-08-29,34.3,35.3,40.8,83.12,416.75,7.4,open_meteo_era5_synthetic
2,2023-08-30,0.0,33.3,43.0,81.17,416.75,7.4,open_meteo_era5_synthetic
2,2023-08-31,0.0,32.9,55.7,82.99,416.75,7.4,open_meteo_era5_synthetic
2,2023-09-01,0.0,34.6,42.7,82.67,416.75,125.7,open_meteo_era5_synthetic
2,2023-09-02,0.0,35.2,42.9,83.53,416.75,125.7,open_meteo_era5_synthetic
2,2023-09-03,0.0,33.9,51.0,83.44,416.75,125.7,open_meteo_era5_synthetic
2,2023-09-04,0.0,31.9,39.7,78.86,390.27,111.4,open_meteo_era5_synthetic
2,2023-09-05,0.0,34.0,34.1,80.31,390.27,111.4,open_meteo_era5_synthetic
2,2023-09-06,0.0,36.8,37.6,84.24,375.61,103.4,open_meteo_era5_synthetic
2,2023-09-07,0.0,36.7,41.0,84.86,356.7,93.2,open_meteo_era5_synthetic
2,2023-09-08,0.0,37.5,49.9,87.87,356.7,93.2,open_meteo_era5_synthetic
2,2023-09-09,16.57,32.0,44.8,79.84,373.27,102.2,open_meteo_era5_synthetic
2,2023-09-10,0.0,32.9,46.9,81.4,321.26,74.0,open_meteo_era5_synthetic
2,2023-09-11,0.0,32.5,35.7,78.81,318.53,72.5,open_meteo_era5_synthetic
2,2023-09-12,0.0,33.8,47.9,82.74,318.53,72.5,open_meteo_era5_synthetic
2,2023-09-13,0.0,33.6,42.2,81.42,294.49,59.5,open_meteo_era5_synthetic
2,2023-09-14,1.21,38.3,24.6,82.94,284.02,53.8,open_meteo_era5_synthetic
2,2023-09-15,0.0,34.2,44.0,82.47,225.41,22.1,open_meteo_era5_synthetic
2,2023-09-16,0.0,36.5,51.5,86.95,191.32999999999998,3.6,open_meteo_era5_synthetic
2,2023-09-17,0.0,34.9,41.1,82.71,191.32999999999998,3.6,open_meteo_era5_synthetic
2,2023-09-18,0.0,32.6,53.0,82.1,138.18,-25.2,open_meteo_era5_synthetic
2,2023-09-19,0.0,37.9,33.6,84.58,138.18,-25.2,open_meteo_era5_synthetic
2,2023-09-20,0.0,31.7,46.7,79.83,129.63,-29.8,open_meteo_era5_synthetic
2,2023-09-21,0.0,35.3,34.2,81.78,123.55,-33.1,open_meteo_era5_synthetic
2,2023-09-22,0.0,34.9,36.2,81.72,123.55,-33.1,open_meteo_era5_synthetic
2,2023-09-23,0.92,30.2,32.2,75.69,124.47,-32.6,open_meteo_era5_synthetic
2,2023-09-24,0.0,32.7,52.8,82.21,108.31,-41.3,open_meteo_era5_synthetic
2,2023-09-25,0.0,32.3,30.4,77.65,85.52000000000001,-53.7,open_meteo_era5_synthetic
2,2023-09-26,0.0,33.4,42.1,81.11,80.18,-56.6,open_meteo_era5_synthetic
2,2023-09-27,0.0,34.2,48.1,83.34,53.0,-71.3,open_meteo_era5_synthetic
2,2023-09-28,0.0,35.6,44.3,84.3,18.7,-89.9,open_meteo_era5_synthetic
2,2023-09-29,0.0,32.3,43.6,80.04,18.7,-89.9,open_meteo_era5_synthetic
2,2023-09-30,2.26,34.8,35.0,81.42,20.96,-88.6,open_meteo_era5_synthetic
2,2023-10-01,0.0,35.6,35.1,82.33,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-02,0.0,33.7,43.9,81.79,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-03,0.0,35.3,35.6,82.09,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-04,0.0,32.2,37.2,78.82,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-05,0.0,35.5,33.9,81.92,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-06,0.0,33.0,50.6,82.21,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-07,0.0,33.3,41.5,80.95,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-08,0.0,31.9,47.5,80.21,20.96,-29.6,open_meteo_era5_synthetic
2,2023-10-09,0.0,36.7,29.7,82.41,4.39,-85.3,open_meteo_era5_synthetic
2,2023-10-10,0.0,33.1,37.4,79.9,4.39,-85.3,open_meteo_era5_synthetic
2,2023-10-11,0.0,34.6,43.6,82.84,4.39,-85.3,open_meteo_era5_synthetic
2,2023-10-12,0.0,36.2,36.7,83.31,4.39,-85.3,open_meteo_era5_synthetic
2,2023-10-13,0.0,30.5,34.1,76.23,4.39,-85.3,open_meteo_era5_synthetic
2,2023-10-14,1.06,34.1,46.8,82.95,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-15,0.0,34.8,33.4,81.01,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-16,0.0,35.9,29.2,81.43,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-17,0.0,31.0,43.8,78.42,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-18,0.0,34.8,29.4,80.26,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-19,0.0,36.7,38.8,84.47,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-20,0.0,37.1,33.0,83.6,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-21,0.0,32.7,31.5,78.29,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-22,0.0,36.6,41.1,84.76,4.24,-85.8,open_meteo_era5_synthetic
2,2023-10-23,0.0,31.1,24.4,75.33,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-24,0.0,32.4,50.0,81.28,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-25,0.0,29.7,39.6,76.22,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-26,0.0,33.7,36.6,80.43,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-27,0.0,34.1,48.2,83.12,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-28,0.0,33.9,37.4,80.85,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-29,0.0,33.5,38.0,80.44,3.32,-88.8,open_meteo_era5_synthetic
2,2023-10-30,0.0,34.9,37.8,82.05,1.06,-96.4,open_meteo_era5_synthetic
2,2023-10-31,0.0,35.7,37.2,82.93,1.06,-96.4,open_meteo_era5_synthetic
2,2023-11-01,0.0,27.8,43.5,74.41,1.06,-70.0,open_meteo_era5_synthetic
2,2023-11-02,1.12,29.5,33.9,75.15,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-03,0.0,29.6,31.9,74.94,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-04,0.0,29.2,40.4,75.74,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-05,0.0,34.8,41.6,82.7,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-06,0.0,28.7,30.9,73.83,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-07,0.0,27.5,32.0,72.54,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-08,0.0,29.9,37.9,76.15,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-09,0.0,29.5,44.7,76.79,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-10,0.0,30.0,37.3,76.23,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-11,0.0,31.6,47.9,79.87,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-12,0.0,30.7,28.6,75.58,2.18,-38.4,open_meteo_era5_synthetic
2,2023-11-13,0.0,30.4,45.7,78.01,1.12,-68.3,open_meteo_era5_synthetic
2,2023-11-14,0.0,31.0,43.5,78.47,1.12,-68.3,open_meteo_era5_synthetic
2,2023-11-15,0.04,29.7,40.3,76.35,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-16,0.0,28.1,38.7,74.12,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-17,0.0,34.1,33.4,80.23,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-18,0.0,27.5,40.6,73.67,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-19,0.0,28.8,32.3,74.11,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-20,0.0,27.3,35.6,72.77,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-21,0.0,33.1,45.3,81.41,1.1600000000000001,-67.2,open_meteo_era5_synthetic
2,2023-11-22,0.45,31.3,40.5,78.3,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-23,0.0,29.3,45.2,76.6,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-24,0.0,26.0,43.7,72.29,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-25,0.0,31.5,39.1,78.3,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-26,0.0,29.6,31.3,74.87,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-27,0.0,29.7,36.2,75.74,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-28,0.0,29.5,36.2,75.47,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-29,0.0,27.6,42.8,74.17,1.61,-54.5,open_meteo_era5_synthetic
2,2023-11-30,0.0,27.6,42.1,74.08,1.61,-54.5,open_meteo_era5_synthetic
2,2023-12-01,0.0,24.9,38.8,70.41,1.61,64.3,open_meteo_era5_synthetic
2,2023-12-02,0.0,26.1,33.7,71.18,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-03,0.0,25.0,44.3,71.1,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-04,0.0,24.0,40.9,69.56,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-05,0.0,26.5,46.0,73.14,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-06,0.0,24.1,38.3,69.41,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-07,0.0,27.3,37.4,73.06,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-08,0.0,27.3,37.9,73.09,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-09,0.0,26.0,50.9,73.05,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-10,0.0,25.2,32.1,70.03,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-11,0.0,24.8,47.1,71.15,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-12,0.0,25.0,39.5,70.59,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-13,0.0,26.9,42.6,73.28,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-14,0.0,27.5,42.5,73.92,0.49,-50.0,open_meteo_era5_synthetic
2,2023-12-15,0.0,24.8,35.0,69.82,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-16,0.0,26.8,38.4,72.62,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-17,0.0,26.0,40.4,71.89,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-18,0.0,24.3,45.4,70.38,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-19,0.0,24.2,46.3,70.28,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-20,0.0,27.5,42.4,73.94,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-21,0.0,27.3,40.6,73.44,0.45,-54.1,open_meteo_era5_synthetic
2,2023-12-22,0.0,26.7,34.0,71.91,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-23,0.0,26.1,44.0,72.42,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-24,0.0,23.8,39.8,69.14,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-25,0.0,27.0,42.1,73.32,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-26,0.0,26.3,39.2,72.11,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-27,0.0,28.8,35.4,74.54,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-28,0.0,27.6,34.4,73.01,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-29,0.0,26.3,38.4,72.01,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-30,0.0,24.8,40.8,70.45,0.0,-100.0,open_meteo_era5_synthetic
2,2023-12-31,0.0,26.6,40.7,72.69,0.0,-100.0,open_meteo_era5_synthetic
2,2024-01-01,0.0,24.9,45.3,71.04,0.0,-100.0,open_meteo_era5_synthetic
2,2024-01-02,0.0,21.2,31.1,65.43,0.0,-100.0,open_meteo_era5_synthetic
2,2024-01-03,0.0,23.7,37.7,68.84,0.0,-100.0,open_meteo_era5_synthetic
2,2024-01-04,0.1,23.2,46.2,68.98,0.1,-92.8,open_meteo_era5_synthetic
2,2024-01-05,0.0,19.2,27.1,63.08,0.1,-92.8,open_meteo_era5_synthetic
2,2024-01-06,0.0,21.4,39.4,66.29,0.1,-92.8,open_meteo_era5_synthetic
2,2024-01-07,0.0,25.9,26.4,70.13,0.1,-92.8,open_meteo_era5_synthetic
2,2024-01-08,0.0,24.6,47.5,70.87,0.1,-92.8,open_meteo_era5_synthetic
2,2024-01-09,0.0,26.3,52.7,73.7,0.1,-92.8,open_meteo_era5_synthetic
2,2024-01-10,0.0,26.5,46.6,73.26,0.1,-92.8,open_meteo_era5_synthetic
