audit_id,actor_id,actor_role,action,enterprise_id,tier_accessed,grant_id,occurred_at,merchant_notified
296,FO2,field_officer,view_t2_detail,ENT0079,2,GR00296,2023-12-03 05:00:00,True
297,FO4,field_officer,view_t2_detail,ENT0239,2,GR00297,2024-05-04 06:00:00,True
298,FO2,field_officer,view_t2_detail,ENT0174,2,GR00298,2024-07-02 18:00:00,True
299,FO1,field_officer,view_t2_detail,ENT0205,2,GR00299,2026-07-04 04:00:00,True
300,FO3,field_officer,view_t2_detail,ENT0074,2,GR00300,2026-05-02 16:00:00,True
301,FO2,field_officer,view_t2_detail,ENT0166,2,GR00301,2023-12-06 13:00:00,True
302,FO1,field_officer,view_t2_detail,ENT0184,2,GR00302,2025-08-06 22:00:00,True
303,FO6,field_officer,view_t2_detail,ENT0085,2,GR00303,2025-12-02 07:00:00,True
304,FO5,field_officer,view_t2_detail,ENT0036,2,GR00304,2024-07-04 03:00:00,True
305,FO2,field_officer,view_t2_detail,ENT0137,2,GR00305,2025-06-02 15:00:00,True
306,FO5,field_officer,view_t2_detail,ENT0161,2,GR00306,2024-02-03 15:00:00,True
307,FO5,field_officer,view_t2_detail,ENT0100,2,GR00307,2023-12-02 16:00:00,True
308,FO2,field_officer,view_t2_detail,ENT0116,2,GR00308,2024-09-06 17:00:00,True
309,FO6,field_officer,view_t2_detail,ENT0203,2,GR00309,2025-08-04 20:00:00,True
310,FO2,field_officer,view_t2_detail,ENT0037,2,GR00310,2026-04-05 00:00:00,True
311,FO3,field_officer,view_t2_detail,ENT0157,2,GR00311,2024-06-04 07:00:00,True
312,FO2,field_officer,view_t2_detail,ENT0028,2,GR00312,2026-06-04 22:00:00,True
313,FO1,field_officer,view_t2_detail,ENT0086,2,GR00313,2024-08-03 23:00:00,True
314,FO1,field_officer,view_t2_detail,ENT0151,2,GR00314,2026-05-03 05:00:00,True
315,FO6,field_officer,view_t2_detail,ENT0034,2,GR00315,2023-12-02 17:00:00,True
316,FO5,field_officer,view_t2_detail,ENT0149,2,GR00316,2025-09-04 15:00:00,True
317,FO5,field_officer,view_t2_detail,ENT0036,2,GR00317,2024-09-02 18:00:00,True
318,FO4,field_officer,view_t2_detail,ENT0003,2,GR00318,2026-05-01 15:00:00,True
319,FO4,field_officer,view_t2_detail,ENT0115,2,GR00319,2025-04-02 04:00:00,True
320,FO1,field_officer,view_t2_detail,ENT0109,2,GR00320,2024-04-03 10:00:00,True
321,FO3,field_officer,view_t2_detail,ENT0108,2,GR00321,2025-05-04 01:00:00,True
322,FO3,field_officer,view_t2_detail,ENT0007,2,GR00322,2025-05-04 07:00:00,True
323,FO3,field_officer,view_t2_detail,ENT0252,2,GR00323,2026-07-03 08:00:00,True
324,FO5,field_officer,view_t2_detail,ENT0233,2,GR00324,2026-05-03 17:00:00,True
325,FO4,field_officer,view_t2_detail,ENT0098,2,GR00325,2026-07-01 15:00:00,True
326,FO2,field_officer,view_t2_detail,ENT0155,2,GR00326,2026-07-04 21:00:00,True
327,FO3,field_officer,view_t2_detail,ENT0007,2,GR00327,2025-07-03 22:00:00,True
328,FO4,field_officer,view_t2_detail,ENT0090,2,GR00328,2026-05-03 14:00:00,True
329,FO3,field_officer,view_t2_detail,ENT0127,2,GR00329,2025-05-02 02:00:00,True
330,FO4,field_officer,view_t2_detail,ENT0091,2,GR00330,2024-07-03 00:00:00,True
331,FO3,field_officer,view_t2_detail,ENT0244,2,GR00331,2025-07-05 19:00:00,True
332,FO3,field_officer,view_t2_detail,ENT0231,2,GR00332,2026-05-04 15:00:00,True
333,FO1,field_officer,view_t2_detail,ENT0144,2,GR00333,2024-12-02 21:00:00,True
334,FO3,field_officer,view_t2_detail,ENT0157,2,GR00334,2024-02-01 05:00:00,True
