task_id,alert_id,enterprise_id,officer_id,assigned_on,priority_score,status
TK00402,AL00402,ENT0111,FO5,2024-12-01,0.525,open
TK00403,AL00403,ENT0111,FO5,2025-02-01,0.4331,closed
TK00404,AL00404,ENT0111,FO5,2025-05-02,0.4721,closed
TK00405,AL00405,ENT0111,FO5,2025-08-02,0.5198,closed
TK00406,AL00406,ENT0111,FO5,2025-10-01,0.4569,closed
TK00407,AL00407,ENT0111,FO5,2025-12-04,0.3807,closed
TK00408,AL00408,ENT0111,FO5,2026-03-01,0.3938,closed
TK00409,AL00409,ENT0112,FO4,2024-07-04,0.44,closed
TK00410,AL00410,ENT0112,FO4,2024-09-01,0.3823,closed
TK00411,AL00411,ENT0112,FO4,2025-07-03,0.3821,closed
TK00412,AL00412,ENT0112,FO4,2026-07-01,0.3821,closed
TK00413,AL00413,ENT0113,FO1,2024-03-03,0.4223,closed
TK00414,AL00414,ENT0113,FO1,2024-05-01,0.5621,closed
TK00415,AL00415,ENT0113,FO1,2024-07-02,0.7318,open
TK00416,AL00416,ENT0113,FO1,2024-09-03,0.5776,closed
TK00417,AL00417,ENT0113,FO1,2024-12-04,0.5569,closed
TK00418,AL00418,ENT0113,FO1,2025-05-03,0.7781,closed
TK00419,AL00419,ENT0113,FO1,2025-07-02,0.6445,closed
TK00420,AL00420,ENT0113,FO1,2025-09-01,0.5623,closed
TK00421,AL00421,ENT0113,FO1,2026-05-03,0.46,open
TK00422,AL00422,ENT0113,FO1,2026-07-03,0.5533,closed
TK00423,AL00423,ENT0114,FO3,2025-05-04,0.4343,closed
TK00424,AL00424,ENT0115,FO4,2024-03-02,0.5101,open
TK00425,AL00425,ENT0115,FO4,2024-05-01,0.7231,open
TK00426,AL00426,ENT0115,FO4,2024-07-01,0.4702,closed
TK00427,AL00427,ENT0115,FO4,2025-04-01,0.4903,closed
TK00428,AL00428,ENT0115,FO4,2025-06-01,0.4688,closed
TK00429,AL00429,ENT0115,FO4,2025-08-04,0.5023,open
TK00430,AL00430,ENT0115,FO4,2025-10-01,0.3907,open
TK00431,AL00431,ENT0115,FO4,2026-05-04,0.5364,open
TK00432,AL00432,ENT0115,FO4,2026-07-03,0.4205,closed
TK00433,AL00433,ENT0116,FO2,2024-09-04,0.3879,open
TK00434,AL00434,ENT0117,FO6,2023-12-03,0.5296,closed
TK00435,AL00435,ENT0117,FO6,2024-05-01,0.4243,closed
TK00436,AL00436,ENT0117,FO6,2026-05-01,0.4111,closed
TK00437,AL00437,ENT0118,FO2,2026-06-04,0.4053,closed
TK00438,AL00438,ENT0119,FO4,2024-07-01,0.3853,open
TK00439,AL00439,ENT0119,FO4,2026-07-01,0.3851,closed
TK00440,AL00440,ENT0120,FO3,2024-03-03,0.4575,closed
TK00441,AL00441,ENT0120,FO3,2026-03-04,0.4053,closed
TK00442,AL00442,ENT0120,FO3,2026-05-04,0.3881,closed
TK00443,AL00443,ENT0121,FO1,2024-04-01,0.4215,closed
TK00444,AL00444,ENT0121,FO1,2024-06-03,0.4788,open
TK00445,AL00445,ENT0121,FO1,2026-04-04,0.5495,open
TK00446,AL00446,ENT0121,FO1,2026-06-04,0.4468,open
TK00447,AL00447,ENT0122,FO2,2023-12-04,0.3915,closed
TK00448,AL00448,ENT0122,FO2,2024-02-01,0.5344,open
TK00449,AL00449,ENT0123,FO3,2023-12-01,0.4231,closed
TK00450,AL00450,ENT0123,FO3,2024-05-02,0.431,closed
TK00451,AL00451,ENT0123,FO3,2025-05-01,0.5214,closed
TK00452,AL00452,ENT0124,FO1,2024-04-01,0.3839,closed
TK00453,AL00453,ENT0124,FO1,2024-06-01,0.5137,closed
TK00454,AL00454,ENT0124,FO1,2024-08-03,0.4714,closed
TK00455,AL00455,ENT0124,FO1,2025-06-03,0.4039,closed
TK00456,AL00456,ENT0124,FO1,2026-05-03,0.7942,open
TK00457,AL00457,ENT0124,FO1,2026-07-04,0.3819,open
TK00458,AL00458,ENT0125,FO3,2025-05-04,0.4511,closed
TK00459,AL00459,ENT0125,FO3,2025-07-01,0.4492,closed
TK00460,AL00460,ENT0125,FO3,2026-05-01,0.4096,closed
TK00461,AL00461,ENT0125,FO3,2026-07-04,0.5108,closed
TK00462,AL00462,ENT0126,FO5,2023-12-03,0.6087,closed
TK00463,AL00463,ENT0127,FO3,2025-05-01,0.4111,closed
TK00464,AL00464,ENT0128,FO1,2026-05-02,0.4343,closed
TK00465,AL00465,ENT0128,FO1,2026-07-04,0.3824,closed
TK00466,AL00466,ENT0130,FO3,2024-08-04,0.3843,closed
TK00467,AL00467,ENT0130,FO3,2025-05-03,0.4581,closed
TK00468,AL00468,ENT0130,FO3,2025-07-03,0.4528,open
TK00469,AL00469,ENT0130,FO3,2025-09-03,0.4347,open
TK00470,AL00470,ENT0130,FO3,2026-05-03,0.4461,closed
TK00471,AL00471,ENT0130,FO3,2026-07-02,0.4729,open
TK00472,AL00472,ENT0131,FO3,2025-05-03,0.8767,open
TK00473,AL00473,ENT0131,FO3,2025-07-01,0.7635,closed
TK00474,AL00474,ENT0131,FO3,2025-09-03,0.4769,closed
TK00475,AL00475,ENT0131,FO3,2025-12-01,0.4396,open
TK00476,AL00476,ENT0131,FO3,2026-07-03,0.543,open
TK00477,AL00477,ENT0132,FO2,2024-09-02,0.3828,closed
TK00478,AL00478,ENT0132,FO2,2025-08-04,0.4346,closed
TK00479,AL00479,ENT0132,FO2,2025-10-02,0.3824,closed
TK00480,AL00480,ENT0132,FO2,2026-06-02,0.4053,open
TK00481,AL00481,ENT0133,FO2,2024-03-04,0.4054,closed
TK00482,AL00482,ENT0133,FO2,2025-12-03,0.4227,closed
TK00483,AL00483,ENT0133,FO2,2026-03-01,0.4575,open
TK00484,AL00484,ENT0133,FO2,2026-05-02,0.4462,closed
TK00485,AL00485,ENT0134,FO5,2023-12-02,0.7275,closed
TK00486,AL00486,ENT0134,FO5,2024-02-04,0.6587,closed
TK00487,AL00487,ENT0134,FO5,2024-04-02,0.4504,closed
TK00488,AL00488,ENT0134,FO5,2024-06-01,0.4622,closed
TK00489,AL00489,ENT0134,FO5,2025-05-02,0.5272,closed
TK00490,AL00490,ENT0135,FO6,2023-12-04,0.4,closed
TK00491,AL00491,ENT0136,FO6,2024-07-01,0.4054,closed
TK00492,AL00492,ENT0136,FO6,2025-06-02,0.3947,open
TK00493,AL00493,ENT0136,FO6,2025-08-03,0.3831,closed
TK00494,AL00494,ENT0136,FO6,2026-05-02,0.4581,closed
TK00495,AL00495,ENT0137,FO2,2024-04-03,0.6371,closed
TK00496,AL00496,ENT0137,FO2,2024-06-01,0.5039,open
TK00497,AL00497,ENT0137,FO2,2024-08-04,0.4644,closed
TK00498,AL00498,ENT0137,FO2,2025-04-01,0.5456,closed
TK00499,AL00499,ENT0137,FO2,2025-06-01,0.718,closed
TK00500,AL00500,ENT0137,FO2,2025-09-01,0.4365,closed
TK00501,AL00501,ENT0137,FO2,2026-03-04,0.3922,closed
TK00502,AL00502,ENT0137,FO2,2026-05-04,0.5529,closed
TK00503,AL00503,ENT0137,FO2,2026-07-01,0.5575,closed
TK00504,AL00504,ENT0138,FO2,2023-12-04,0.5017,closed
TK00505,AL00505,ENT0138,FO2,2024-02-03,0.8291,closed
TK00506,AL00506,ENT0138,FO2,2024-04-02,0.8988,closed
TK00507,AL00507,ENT0138,FO2,2024-06-03,0.6187,closed
TK00508,AL00508,ENT0138,FO2,2024-08-01,0.5683,closed
TK00509,AL00509,ENT0138,FO2,2024-10-04,0.4786,closed
TK00510,AL00510,ENT0138,FO2,2024-12-02,0.4929,closed
TK00511,AL00511,ENT0138,FO2,2025-02-03,0.5678,closed
TK00512,AL00512,ENT0138,FO2,2025-05-03,0.9134,closed
TK00513,AL00513,ENT0138,FO2,2025-07-01,0.607,closed
TK00514,AL00514,ENT0138,FO2,2025-09-02,0.5101,open
TK00515,AL00515,ENT0138,FO2,2025-11-01,0.5367,closed
TK00516,AL00516,ENT0138,FO2,2026-01-03,0.5322,open
TK00517,AL00517,ENT0138,FO2,2026-04-02,0.5075,closed
TK00518,AL00518,ENT0139,FO3,2024-09-02,0.388,closed
TK00519,AL00519,ENT0139,FO3,2025-08-03,0.3821,closed
TK00520,AL00520,ENT0140,FO6,2023-12-03,0.7544,closed
TK00521,AL00521,ENT0140,FO6,2024-02-02,0.5836,open
TK00522,AL00522,ENT0140,FO6,2024-04-02,0.9238,closed
TK00523,AL00523,ENT0140,FO6,2024-06-01,0.5973,closed
TK00524,AL00524,ENT0140,FO6,2024-08-02,0.5966,open
TK00525,AL00525,ENT0140,FO6,2024-10-02,0.5613,closed
TK00526,AL00526,ENT0140,FO6,2024-12-02,0.62,closed
TK00527,AL00527,ENT0140,FO6,2025-02-04,0.8446,closed
TK00528,AL00528,ENT0140,FO6,2025-05-02,0.6809,open
TK00529,AL00529,ENT0140,FO6,2025-07-02,0.8195,closed
TK00530,AL00530,ENT0140,FO6,2025-09-04,0.5716,closed
TK00531,AL00531,ENT0140,FO6,2025-11-01,0.5721,closed
TK00532,AL00532,ENT0140,FO6,2026-01-04,0.559,open
TK00533,AL00533,ENT0140,FO6,2026-04-01,0.6943,open
TK00534,AL00534,ENT0140,FO6,2026-06-03,0.5707,open
TK00535,AL00535,ENT0140,FO6,2026-08-01,0.4265,open
TK00536,AL00536,ENT0141,FO6,2023-12-03,0.5212,closed
TK00537,AL00537,ENT0141,FO6,2024-03-02,0.5602,open
TK00538,AL00538,ENT0141,FO6,2025-01-01,0.424,open
TK00539,AL00539,ENT0141,FO6,2025-11-01,0.4226,open
TK00540,AL00540,ENT0141,FO6,2026-05-04,0.4458,closed
TK00541,AL00541,ENT0143,FO6,2023-12-03,0.484,open
TK00542,AL00542,ENT0144,FO1,2024-03-04,0.5803,closed
TK00543,AL00543,ENT0144,FO1,2024-05-02,0.7793,closed
TK00544,AL00544,ENT0144,FO1,2024-07-02,0.5295,open
TK00545,AL00545,ENT0144,FO1,2024-09-03,0.5539,closed
TK00546,AL00546,ENT0144,FO1,2024-12-01,0.3956,closed
TK00547,AL00547,ENT0144,FO1,2025-04-01,0.433,open
TK00548,AL00548,ENT0144,FO1,2025-06-02,0.5576,closed
TK00549,AL00549,ENT0144,FO1,2026-04-01,0.5819,closed
TK00550,AL00550,ENT0144,FO1,2026-07-02,0.4801,open
TK00551,AL00551,ENT0146,FO6,2025-05-04,0.4169,open
TK00552,AL00552,ENT0147,FO1,2024-01-02,0.4166,closed
TK00553,AL00553,ENT0147,FO1,2024-03-02,0.4579,closed
TK00554,AL00554,ENT0147,FO1,2025-05-01,0.3938,closed
TK00555,AL00555,ENT0147,FO1,2026-03-02,0.4053,closed
TK00556,AL00556,ENT0147,FO1,2026-05-02,0.4459,closed
TK00557,AL00557,ENT0148,FO3,2023-12-01,0.5207,closed
TK00558,AL00558,ENT0148,FO3,2024-02-01,0.4578,closed
TK00559,AL00559,ENT0148,FO3,2024-05-04,0.4178,closed
TK00560,AL00560,ENT0148,FO3,2025-05-03,0.4111,closed
TK00561,AL00561,ENT0148,FO3,2026-05-03,0.4111,closed
TK00562,AL00562,ENT0149,FO5,2025-09-03,0.3824,closed
TK00563,AL00563,ENT0150,FO1,2024-01-01,0.5098,closed
TK00564,AL00564,ENT0150,FO1,2024-03-04,0.4495,closed
TK00565,AL00565,ENT0150,FO1,2026-05-02,0.4632,closed
TK00566,AL00566,ENT0151,FO1,2023-12-01,0.7542,closed
TK00567,AL00567,ENT0151,FO1,2024-02-02,0.4055,closed
TK00568,AL00568,ENT0151,FO1,2026-05-03,0.3883,open
TK00569,AL00569,ENT0152,FO4,2023-12-01,0.5125,closed
TK00570,AL00570,ENT0152,FO4,2024-02-01,0.6787,open
TK00571,AL00571,ENT0152,FO4,2024-04-04,0.509,open
TK00572,AL00572,ENT0152,FO4,2026-05-03,0.4169,closed
TK00573,AL00573,ENT0154,FO4,2025-08-02,0.3821,closed
TK00574,AL00574,ENT0154,FO4,2026-07-04,0.3821,closed
TK00575,AL00575,ENT0155,FO2,2024-06-03,0.3933,closed
TK00576,AL00576,ENT0155,FO2,2026-03-02,0.4088,open
TK00577,AL00577,ENT0155,FO2,2026-07-03,0.5304,closed
TK00578,AL00578,ENT0156,FO2,2023-12-02,0.4679,open
TK00579,AL00579,ENT0157,FO3,2023-12-03,0.4876,open
TK00580,AL00580,ENT0157,FO3,2024-02-01,0.6213,closed
TK00581,AL00581,ENT0157,FO3,2024-04-02,0.5817,closed
TK00582,AL00582,ENT0157,FO3,2024-06-03,0.4589,open
TK00583,AL00583,ENT0158,FO4,2025-05-04,0.5211,open
TK00584,AL00584,ENT0159,FO2,2023-12-02,0.5933,open
TK00585,AL00585,ENT0159,FO2,2025-05-01,0.5002,closed
TK00586,AL00586,ENT0160,FO5,2023-12-02,0.5464,open
TK00587,AL00587,ENT0160,FO5,2024-02-01,0.5837,open
TK00588,AL00588,ENT0160,FO5,2024-04-02,0.3924,open
TK00589,AL00589,ENT0160,FO5,2024-06-04,0.3862,open
TK00590,AL00590,ENT0160,FO5,2024-09-02,0.4236,closed
TK00591,AL00591,ENT0160,FO5,2024-12-04,0.4056,open
TK00592,AL00592,ENT0160,FO5,2025-05-03,0.4116,closed
TK00593,AL00593,ENT0161,FO5,2023-12-01,0.5553,closed
TK00594,AL00594,ENT0161,FO5,2024-02-01,0.5075,open
TK00595,AL00595,ENT0161,FO5,2024-05-02,0.4758,closed
TK00596,AL00596,ENT0161,FO5,2024-08-04,0.5893,open
TK00597,AL00597,ENT0161,FO5,2024-10-01,0.4537,closed
TK00598,AL00598,ENT0161,FO5,2024-12-02,0.4715,open
TK00599,AL00599,ENT0161,FO5,2025-02-04,0.3979,closed
TK00600,AL00600,ENT0161,FO5,2025-05-01,0.5118,closed
TK00601,AL00601,ENT0161,FO5,2025-07-02,0.4953,closed
TK00602,AL00602,ENT0161,FO5,2025-09-03,0.4759,open
TK00603,AL00603,ENT0161,FO5,2025-12-02,0.4107,closed
TK00604,AL00604,ENT0161,FO5,2026-05-01,0.4115,closed
TK00605,AL00605,ENT0162,FO4,2024-05-02,0.4469,open
TK00606,AL00606,ENT0162,FO4,2024-07-01,0.556,open
TK00607,AL00607,ENT0162,FO4,2025-05-01,0.3814,closed
TK00608,AL00608,ENT0162,FO4,2026-04-03,0.3992,open
TK00609,AL00609,ENT0162,FO4,2026-06-03,0.5817,open
TK00610,AL00610,ENT0163,FO2,2023-12-03,0.5354,open
TK00611,AL00611,ENT0163,FO2,2026-03-03,0.3995,closed
TK00612,AL00612,ENT0163,FO2,2026-05-01,0.3883,closed
TK00613,AL00613,ENT0164,FO2,2026-05-04,0.3822,closed
TK00614,AL00614,ENT0166,FO2,2023-12-04,0.5784,closed
TK00615,AL00615,ENT0166,FO2,2024-02-02,0.566,closed
TK00616,AL00616,ENT0166,FO2,2024-05-04,0.4039,closed
TK00617,AL00617,ENT0166,FO2,2024-07-04,0.5065,open
TK00618,AL00618,ENT0166,FO2,2024-09-01,0.4915,closed
TK00619,AL00619,ENT0166,FO2,2024-11-04,0.4929,closed
TK00620,AL00620,ENT0168,FO4,2024-03-02,0.3866,closed
TK00621,AL00621,ENT0168,FO4,2024-06-04,0.4045,closed
TK00622,AL00622,ENT0168,FO4,2026-05-03,0.4218,closed
TK00623,AL00623,ENT0169,FO4,2023-12-02,0.4542,closed
TK00624,AL00624,ENT0170,FO3,2024-09-02,0.3825,closed
TK00625,AL00625,ENT0171,FO5,2025-07-03,0.3821,closed
TK00626,AL00626,ENT0172,FO6,2023-12-04,0.5033,closed
TK00627,AL00627,ENT0172,FO6,2025-03-03,0.3996,closed
TK00628,AL00628,ENT0172,FO6,2026-02-01,0.4297,open
TK00629,AL00629,ENT0173,FO6,2023-12-01,0.3835,closed
TK00630,AL00630,ENT0173,FO6,2025-03-03,0.4578,closed
TK00631,AL00631,ENT0173,FO6,2026-01-04,0.4277,closed
TK00632,AL00632,ENT0173,FO6,2026-05-01,0.3957,closed
TK00633,AL00633,ENT0174,FO2,2023-12-02,0.4264,open
TK00634,AL00634,ENT0174,FO2,2024-05-01,0.5729,closed
TK00635,AL00635,ENT0174,FO2,2024-07-02,0.5952,open
TK00636,AL00636,ENT0174,FO2,2024-09-03,0.5431,closed
TK00637,AL00637,ENT0174,FO2,2025-04-01,0.5087,closed
TK00638,AL00638,ENT0174,FO2,2025-06-01,0.5601,closed
TK00639,AL00639,ENT0174,FO2,2025-08-03,0.56,closed
TK00640,AL00640,ENT0174,FO2,2025-10-03,0.6616,closed
TK00641,AL00641,ENT0174,FO2,2025-12-01,0.3858,closed
TK00642,AL00642,ENT0174,FO2,2026-03-04,0.5495,closed
TK00643,AL00643,ENT0174,FO2,2026-05-03,0.5666,closed
TK00644,AL00644,ENT0174,FO2,2026-07-04,0.5682,closed
TK00645,AL00645,ENT0175,FO2,2023-12-03,0.4442,open
TK00646,AL00646,ENT0176,FO2,2024-07-01,0.3834,open
TK00647,AL00647,ENT0176,FO2,2024-09-02,0.4464,closed
TK00648,AL00648,ENT0177,FO1,2024-06-01,0.4109,closed
TK00649,AL00649,ENT0177,FO1,2024-08-04,0.5905,open
TK00650,AL00650,ENT0177,FO1,2024-10-03,0.5448,closed
TK00651,AL00651,ENT0177,FO1,2025-05-03,0.4491,open
TK00652,AL00652,ENT0177,FO1,2026-07-02,0.5984,open
TK00653,AL00653,ENT0178,FO3,2024-08-03,0.5351,open
TK00654,AL00654,ENT0178,FO3,2024-10-03,0.4119,open
TK00655,AL00655,ENT0178,FO3,2024-12-04,0.6231,open
TK00656,AL00656,ENT0178,FO3,2025-02-03,0.4323,open
TK00657,AL00657,ENT0178,FO3,2025-05-01,0.9549,closed
TK00658,AL00658,ENT0178,FO3,2025-07-01,0.5764,closed
TK00659,AL00659,ENT0178,FO3,2025-09-03,0.4929,closed
TK00660,AL00660,ENT0178,FO3,2025-11-01,0.4375,open
TK00661,AL00661,ENT0178,FO3,2026-03-02,0.7288,closed
TK00662,AL00662,ENT0178,FO3,2026-05-03,0.7475,closed
TK00663,AL00663,ENT0178,FO3,2026-07-03,0.5432,closed
TK00664,AL00664,ENT0179,FO1,2023-12-03,0.5555,closed
TK00665,AL00665,ENT0179,FO1,2024-02-04,0.3857,open
TK00666,AL00666,ENT0179,FO1,2024-04-03,0.4058,closed
TK00667,AL00667,ENT0179,FO1,2026-05-04,0.4115,closed
TK00668,AL00668,ENT0180,FO1,2025-07-01,0.4345,closed
TK00669,AL00669,ENT0180,FO1,2025-09-04,0.3823,closed
TK00670,AL00670,ENT0181,FO6,2023-12-03,0.5062,open
TK00671,AL00671,ENT0182,FO2,2024-03-04,0.4385,closed
TK00672,AL00672,ENT0182,FO2,2024-05-04,0.5523,closed
TK00673,AL00673,ENT0182,FO2,2024-07-03,0.5338,closed
TK00674,AL00674,ENT0182,FO2,2024-09-02,0.5235,closed
TK00675,AL00675,ENT0182,FO2,2025-03-04,0.4572,closed
TK00676,AL00676,ENT0182,FO2,2025-05-03,0.8746,closed
TK00677,AL00677,ENT0182,FO2,2025-07-03,0.4728,closed
TK00678,AL00678,ENT0182,FO2,2025-09-02,0.3945,closed
TK00679,AL00679,ENT0182,FO2,2026-04-03,0.551,open
TK00680,AL00680,ENT0182,FO2,2026-06-03,0.5794,open
TK00681,AL00681,ENT0183,FO1,2025-07-04,0.4343,closed
TK00682,AL00682,ENT0184,FO1,2024-01-03,0.6415,closed
TK00683,AL00683,ENT0184,FO1,2024-03-04,0.8296,closed
TK00684,AL00684,ENT0184,FO1,2024-05-04,0.695,open
TK00685,AL00685,ENT0184,FO1,2024-07-03,0.5521,closed
TK00686,AL00686,ENT0184,FO1,2024-09-01,0.4833,closed
TK00687,AL00687,ENT0184,FO1,2025-01-04,0.4104,closed
TK00688,AL00688,ENT0184,FO1,2025-04-03,0.5278,closed
TK00689,AL00689,ENT0184,FO1,2025-06-04,0.5796,closed
TK00690,AL00690,ENT0184,FO1,2025-08-04,0.3858,closed
TK00691,AL00691,ENT0184,FO1,2026-03-02,0.3862,closed
TK00692,AL00692,ENT0184,FO1,2026-05-04,0.5811,open
TK00693,AL00693,ENT0184,FO1,2026-07-01,0.4647,closed
TK00694,AL00694,ENT0185,FO2,2025-10-02,0.4344,open
TK00695,AL00695,ENT0185,FO2,2026-05-02,0.4285,open
TK00696,AL00696,ENT0186,FO1,2024-03-01,0.4928,open
TK00697,AL00697,ENT0186,FO1,2024-05-03,0.6091,closed
TK00698,AL00698,ENT0186,FO1,2024-07-04,0.4005,closed
TK00699,AL00699,ENT0186,FO1,2025-05-03,0.4868,closed
TK00700,AL00700,ENT0186,FO1,2025-07-04,0.5389,open
TK00701,AL00701,ENT0186,FO1,2026-05-02,0.8658,closed
TK00702,AL00702,ENT0186,FO1,2026-07-01,0.5308,closed
TK00703,AL00703,ENT0187,FO1,2025-08-04,0.4343,open
TK00704,AL00704,ENT0188,FO5,2023-12-03,0.6764,closed
TK00705,AL00705,ENT0188,FO5,2024-02-01,0.6059,open
TK00706,AL00706,ENT0188,FO5,2024-04-02,0.7364,closed
TK00707,AL00707,ENT0188,FO5,2024-06-02,0.5195,closed
TK00708,AL00708,ENT0188,FO5,2024-08-01,0.7762,closed
TK00709,AL00709,ENT0188,FO5,2024-10-01,0.6393,open
TK00710,AL00710,ENT0188,FO5,2024-12-02,0.5046,open
TK00711,AL00711,ENT0188,FO5,2025-02-04,0.4497,closed
TK00712,AL00712,ENT0188,FO5,2025-05-01,0.685,closed
TK00713,AL00713,ENT0188,FO5,2025-07-02,0.4359,closed
TK00714,AL00714,ENT0188,FO5,2025-09-01,0.4922,closed
TK00715,AL00715,ENT0188,FO5,2025-11-03,0.4374,closed
TK00716,AL00716,ENT0188,FO5,2026-01-01,0.4247,closed
TK00717,AL00717,ENT0188,FO5,2026-04-03,0.5937,closed
TK00718,AL00718,ENT0188,FO5,2026-06-03,0.4326,closed
TK00719,AL00719,ENT0189,FO4,2024-01-04,0.3957,open
TK00720,AL00720,ENT0189,FO4,2024-03-02,0.5497,closed
TK00721,AL00721,ENT0189,FO4,2024-05-04,0.7693,closed
TK00722,AL00722,ENT0189,FO4,2024-07-02,0.578,closed
TK00723,AL00723,ENT0189,FO4,2024-09-04,0.3938,open
TK00724,AL00724,ENT0189,FO4,2024-11-02,0.3878,closed
TK00725,AL00725,ENT0189,FO4,2025-02-01,0.4914,closed
TK00726,AL00726,ENT0189,FO4,2025-05-03,0.7843,closed
TK00727,AL00727,ENT0189,FO4,2025-07-03,0.5264,closed
TK00728,AL00728,ENT0189,FO4,2025-10-02,0.4076,open
TK00729,AL00729,ENT0189,FO4,2026-03-04,0.4551,closed
TK00730,AL00730,ENT0189,FO4,2026-05-01,0.7218,closed
TK00731,AL00731,ENT0189,FO4,2026-07-04,0.5515,open
TK00732,AL00732,ENT0190,FO4,2024-06-01,0.4702,closed
TK00733,AL00733,ENT0190,FO4,2024-08-03,0.4699,closed
TK00734,AL00734,ENT0190,FO4,2026-06-03,0.4365,open
TK00735,AL00735,ENT0192,FO4,2023-12-02,0.5701,closed
TK00736,AL00736,ENT0192,FO4,2024-02-03,0.511,closed
TK00737,AL00737,ENT0192,FO4,2024-04-04,0.5369,open
TK00738,AL00738,ENT0192,FO4,2024-06-02,0.7035,closed
TK00739,AL00739,ENT0192,FO4,2024-08-02,0.4823,open
TK00740,AL00740,ENT0192,FO4,2025-03-03,0.3821,closed
TK00741,AL00741,ENT0192,FO4,2025-05-03,0.6878,closed
TK00742,AL00742,ENT0192,FO4,2026-04-01,0.4677,closed
TK00743,AL00743,ENT0192,FO4,2026-06-01,0.5447,closed
TK00744,AL00744,ENT0193,FO4,2023-12-01,0.3809,closed
TK00745,AL00745,ENT0194,FO2,2023-12-02,0.4882,closed
TK00746,AL00746,ENT0194,FO2,2024-02-03,0.564,closed
TK00747,AL00747,ENT0195,FO3,2025-05-01,0.4495,open
TK00748,AL00748,ENT0196,FO5,2023-12-02,0.517,closed
TK00749,AL00749,ENT0196,FO5,2024-03-04,0.5924,open
TK00750,AL00750,ENT0196,FO5,2025-03-04,0.3997,closed
TK00751,AL00751,ENT0196,FO5,2026-05-02,0.4984,closed
TK00752,AL00752,ENT0197,FO1,2024-09-02,0.388,closed
TK00753,AL00753,ENT0197,FO1,2025-07-04,0.3821,open
TK00754,AL00754,ENT0198,FO1,2024-03-03,0.6181,closed
TK00755,AL00755,ENT0198,FO1,2024-05-04,0.8476,closed
TK00756,AL00756,ENT0198,FO1,2024-07-03,0.4697,closed
TK00757,AL00757,ENT0198,FO1,2024-09-02,0.477,closed
TK00758,AL00758,ENT0198,FO1,2024-11-04,0.4278,open
TK00759,AL00759,ENT0198,FO1,2025-01-04,0.4402,open
TK00760,AL00760,ENT0198,FO1,2025-04-01,0.6324,closed
TK00761,AL00761,ENT0198,FO1,2025-06-02,0.5106,open
TK00762,AL00762,ENT0198,FO1,2025-08-04,0.4499,closed
TK00763,AL00763,ENT0198,FO1,2025-10-02,0.3849,closed
TK00764,AL00764,ENT0198,FO1,2026-01-01,0.5288,open
TK00765,AL00765,ENT0198,FO1,2026-04-02,0.6907,closed
TK00766,AL00766,ENT0198,FO1,2026-06-01,0.5907,open
TK00767,AL00767,ENT0198,FO1,2026-08-03,0.4103,closed
TK00768,AL00768,ENT0199,FO1,2024-03-03,0.5152,closed
TK00769,AL00769,ENT0199,FO1,2024-05-03,0.7545,open
TK00770,AL00770,ENT0199,FO1,2024-07-04,0.5387,open
TK00771,AL00771,ENT0199,FO1,2024-09-03,0.4376,closed
TK00772,AL00772,ENT0199,FO1,2025-03-01,0.4008,closed
TK00773,AL00773,ENT0199,FO1,2025-05-03,0.8061,closed
TK00774,AL00774,ENT0199,FO1,2025-07-01,0.5389,open
TK00775,AL00775,ENT0199,FO1,2025-09-02,0.4018,closed
TK00776,AL00776,ENT0199,FO1,2026-04-03,0.5157,open
TK00777,AL00777,ENT0199,FO1,2026-06-04,0.4782,closed
TK00778,AL00778,ENT0200,FO6,2023-12-03,0.7833,open
TK00779,AL00779,ENT0200,FO6,2024-02-01,0.5016,closed
TK00780,AL00780,ENT0200,FO6,2024-07-03,0.4059,closed
TK00781,AL00781,ENT0200,FO6,2026-05-04,0.4407,open
TK00782,AL00782,ENT0201,FO6,2025-08-02,0.3821,closed
TK00783,AL00783,ENT0202,FO3,2024-06-04,0.5252,closed
TK00784,AL00784,ENT0202,FO3,2024-08-04,0.3957,closed
TK00785,AL00785,ENT0202,FO3,2025-05-02,0.4534,open
TK00786,AL00786,ENT0202,FO3,2025-07-04,0.6877,closed
TK00787,AL00787,ENT0202,FO3,2025-09-03,0.4671,closed
TK00788,AL00788,ENT0202,FO3,2026-06-03,0.4217,closed
TK00789,AL00789,ENT0203,FO6,2023-12-04,0.4522,closed
TK00790,AL00790,ENT0203,FO6,2024-07-03,0.6858,open
TK00791,AL00791,ENT0203,FO6,2024-09-01,0.5075,open
TK00792,AL00792,ENT0203,FO6,2024-11-01,0.396,closed
TK00793,AL00793,ENT0203,FO6,2025-01-04,0.618,open
TK00794,AL00794,ENT0203,FO6,2025-04-03,0.6128,closed
TK00795,AL00795,ENT0203,FO6,2025-06-03,0.8869,closed
TK00796,AL00796,ENT0203,FO6,2025-08-04,0.6518,closed
TK00797,AL00797,ENT0203,FO6,2025-10-01,0.6251,closed
TK00798,AL00798,ENT0203,FO6,2025-12-03,0.4184,closed
TK00799,AL00799,ENT0203,FO6,2026-02-03,0.4127,closed
TK00800,AL00800,ENT0203,FO6,2026-05-01,0.6327,closed
TK00801,AL00801,ENT0203,FO6,2026-07-03,0.6391,closed
TK00802,AL00802,ENT0204,FO6,2025-07-01,0.4344,closed
TK00803,AL00803,ENT0205,FO1,2024-04-01,0.4075,closed
TK00804,AL00804,ENT0205,FO1,2024-06-04,0.7563,closed
