recommendation_id,alert_id,enterprise_id,rank,mechanism,action_key,params,audience,rendered_lang
RC001473,AL00508,ENT0138,1,receivable_stretch,collect_udhaar,"{""amount"": 44000.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001474,AL00508,ENT0138,2,debt_overhang,restructure_emi,"{""amount"": 44000.0, ""days"": 30, ""months"": 3}",both,hi
RC001475,AL00508,ENT0138,3,working_capital_erosion,request_bridge_loan,"{""amount"": 44000.0, ""days"": 30, ""months"": 3}",both,hi
RC001476,AL00509,ENT0138,1,working_capital_erosion,request_bridge_loan,"{""amount"": 12900.0, ""days"": 30, ""months"": 3}",both,hi
RC001477,AL00509,ENT0138,2,receivable_stretch,collect_udhaar,"{""amount"": 12900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001478,AL00509,ENT0138,3,debt_overhang,restructure_emi,"{""amount"": 12900.0, ""days"": 30, ""months"": 3}",both,hi
RC001479,AL00510,ENT0138,1,working_capital_erosion,request_bridge_loan,"{""amount"": 8200.0, ""days"": 30, ""months"": 3}",both,hi
RC001480,AL00510,ENT0138,2,receivable_stretch,collect_udhaar,"{""amount"": 8200.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001481,AL00510,ENT0138,3,debt_overhang,restructure_emi,"{""amount"": 8200.0, ""days"": 30, ""months"": 3}",both,hi
RC001482,AL00511,ENT0138,1,working_capital_erosion,request_bridge_loan,"{""amount"": 14000.0, ""days"": 30, ""months"": 3}",both,hi
RC001483,AL00511,ENT0138,2,receivable_stretch,collect_udhaar,"{""amount"": 14000.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001484,AL00511,ENT0138,3,demand_trough,stagger_batch,"{""amount"": 14000.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001485,AL00512,ENT0138,1,receivable_stretch,collect_udhaar,"{""amount"": 15700.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001486,AL00512,ENT0138,2,working_capital_erosion,request_bridge_loan,"{""amount"": 15700.0, ""days"": 30, ""months"": 3}",both,hi
RC001487,AL00512,ENT0138,3,climate_shock,prebook_input,"{""amount"": 15700.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001488,AL00513,ENT0138,1,working_capital_erosion,request_bridge_loan,"{""amount"": 38800.0, ""days"": 30, ""months"": 3}",both,hi
RC001489,AL00513,ENT0138,2,receivable_stretch,collect_udhaar,"{""amount"": 38800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001490,AL00513,ENT0138,3,debt_overhang,restructure_emi,"{""amount"": 38800.0, ""days"": 30, ""months"": 3}",both,hi
RC001491,AL00514,ENT0138,1,working_capital_erosion,request_bridge_loan,"{""amount"": 17900.0, ""days"": 30, ""months"": 3}",both,hi
RC001492,AL00514,ENT0138,2,receivable_stretch,collect_udhaar,"{""amount"": 17900.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001493,AL00514,ENT0138,3,debt_overhang,restructure_emi,"{""amount"": 17900.0, ""days"": 30, ""months"": 3}",both,hi
RC001494,AL00515,ENT0138,1,working_capital_erosion,request_bridge_loan,"{""amount"": 4600.0, ""days"": 30, ""months"": 3}",both,hi
RC001495,AL00515,ENT0138,2,demand_trough,stagger_batch,"{""amount"": 4600.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001496,AL00515,ENT0138,3,receivable_stretch,collect_udhaar,"{""amount"": 4600.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001497,AL00516,ENT0138,1,receivable_stretch,collect_udhaar,"{""amount"": 7400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001498,AL00516,ENT0138,2,working_capital_erosion,request_bridge_loan,"{""amount"": 7400.0, ""days"": 30, ""months"": 3}",both,hi
RC001499,AL00516,ENT0138,3,demand_trough,stagger_batch,"{""amount"": 7400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001500,AL00517,ENT0138,1,receivable_stretch,collect_udhaar,"{""amount"": 23800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001501,AL00517,ENT0138,2,demand_trough,stagger_batch,"{""amount"": 23800.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001502,AL00517,ENT0138,3,debt_overhang,restructure_emi,"{""amount"": 23800.0, ""days"": 30, ""months"": 3}",both,hi
RC001503,AL00518,ENT0139,1,margin_squeeze,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,te
RC001504,AL00518,ENT0139,2,receivable_stretch,collect_udhaar,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,te
RC001505,AL00518,ENT0139,3,climate_shock,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,te
RC001506,AL00519,ENT0139,1,margin_squeeze,prebook_input,"{""amount"": 6700.0, ""days"": 30, ""months"": 3}",merchant,te
RC001507,AL00519,ENT0139,2,receivable_stretch,collect_udhaar,"{""amount"": 6700.0, ""days"": 30, ""months"": 3}",merchant,te
RC001508,AL00519,ENT0139,3,demand_trough,stagger_batch,"{""amount"": 6700.0, ""days"": 30, ""months"": 3}",merchant,te
RC001509,AL00520,ENT0140,1,debt_overhang,restructure_emi,"{""amount"": 29600.0, ""days"": 30, ""months"": 3}",both,or
RC001510,AL00520,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 29600.0, ""days"": 30, ""months"": 3}",both,or
RC001511,AL00520,ENT0140,3,receivable_stretch,collect_udhaar,"{""amount"": 29600.0, ""days"": 30, ""months"": 3}",merchant,or
RC001512,AL00521,ENT0140,1,debt_overhang,restructure_emi,"{""amount"": 30100.0, ""days"": 30, ""months"": 3}",both,or
RC001513,AL00521,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 30100.0, ""days"": 30, ""months"": 3}",both,or
RC001514,AL00521,ENT0140,3,receivable_stretch,collect_udhaar,"{""amount"": 30100.0, ""days"": 30, ""months"": 3}",merchant,or
RC001515,AL00522,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 26800.0, ""days"": 30, ""months"": 3}",merchant,or
RC001516,AL00522,ENT0140,2,debt_overhang,restructure_emi,"{""amount"": 26800.0, ""days"": 30, ""months"": 3}",both,or
RC001517,AL00522,ENT0140,3,working_capital_erosion,request_bridge_loan,"{""amount"": 26800.0, ""days"": 30, ""months"": 3}",both,or
RC001518,AL00523,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 32700.0, ""days"": 30, ""months"": 3}",merchant,or
RC001519,AL00523,ENT0140,2,debt_overhang,restructure_emi,"{""amount"": 32700.0, ""days"": 30, ""months"": 3}",both,or
RC001520,AL00523,ENT0140,3,working_capital_erosion,request_bridge_loan,"{""amount"": 32700.0, ""days"": 30, ""months"": 3}",both,or
RC001521,AL00524,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 37200.0, ""days"": 30, ""months"": 3}",merchant,or
RC001522,AL00524,ENT0140,2,debt_overhang,restructure_emi,"{""amount"": 37200.0, ""days"": 30, ""months"": 3}",both,or
RC001523,AL00524,ENT0140,3,working_capital_erosion,request_bridge_loan,"{""amount"": 37200.0, ""days"": 30, ""months"": 3}",both,or
RC001524,AL00525,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 8500.0, ""days"": 30, ""months"": 3}",merchant,or
RC001525,AL00525,ENT0140,2,debt_overhang,restructure_emi,"{""amount"": 8500.0, ""days"": 30, ""months"": 3}",both,or
RC001526,AL00525,ENT0140,3,working_capital_erosion,request_bridge_loan,"{""amount"": 8500.0, ""days"": 30, ""months"": 3}",both,or
RC001527,AL00526,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 4500.0, ""days"": 30, ""months"": 3}",merchant,or
RC001528,AL00526,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 4500.0, ""days"": 30, ""months"": 3}",both,or
RC001529,AL00526,ENT0140,3,demand_trough,stagger_batch,"{""amount"": 4500.0, ""days"": 30, ""months"": 3}",merchant,or
RC001530,AL00527,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 9800.0, ""days"": 30, ""months"": 3}",merchant,or
RC001531,AL00527,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 9800.0, ""days"": 30, ""months"": 3}",both,or
RC001532,AL00527,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 9800.0, ""days"": 30, ""months"": 3}",both,or
RC001533,AL00528,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 26500.0, ""days"": 30, ""months"": 3}",merchant,or
RC001534,AL00528,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 26500.0, ""days"": 30, ""months"": 3}",both,or
RC001535,AL00528,ENT0140,3,climate_shock,prebook_input,"{""amount"": 26500.0, ""days"": 30, ""months"": 3}",merchant,or
RC001536,AL00529,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 50100.0, ""days"": 30, ""months"": 3}",merchant,or
RC001537,AL00529,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 50100.0, ""days"": 30, ""months"": 3}",both,or
RC001538,AL00529,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 50100.0, ""days"": 30, ""months"": 3}",both,or
RC001539,AL00530,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 20700.0, ""days"": 30, ""months"": 3}",merchant,or
RC001540,AL00530,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 20700.0, ""days"": 30, ""months"": 3}",both,or
RC001541,AL00530,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 20700.0, ""days"": 30, ""months"": 3}",both,or
RC001542,AL00531,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,or
RC001543,AL00531,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",both,or
RC001544,AL00531,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",both,or
RC001545,AL00532,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 8400.0, ""days"": 30, ""months"": 3}",merchant,or
RC001546,AL00532,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 8400.0, ""days"": 30, ""months"": 3}",both,or
RC001547,AL00532,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 8400.0, ""days"": 30, ""months"": 3}",both,or
RC001548,AL00533,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 22600.0, ""days"": 30, ""months"": 3}",merchant,or
RC001549,AL00533,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 22600.0, ""days"": 30, ""months"": 3}",both,or
RC001550,AL00533,ENT0140,3,demand_trough,stagger_batch,"{""amount"": 22600.0, ""days"": 30, ""months"": 3}",merchant,or
RC001551,AL00534,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 36100.0, ""days"": 30, ""months"": 3}",merchant,or
RC001552,AL00534,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 36100.0, ""days"": 30, ""months"": 3}",both,or
RC001553,AL00534,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 36100.0, ""days"": 30, ""months"": 3}",both,or
RC001554,AL00535,ENT0140,1,receivable_stretch,collect_udhaar,"{""amount"": 30200.0, ""days"": 30, ""months"": 3}",merchant,or
RC001555,AL00535,ENT0140,2,working_capital_erosion,request_bridge_loan,"{""amount"": 30200.0, ""days"": 30, ""months"": 3}",both,or
RC001556,AL00535,ENT0140,3,debt_overhang,restructure_emi,"{""amount"": 30200.0, ""days"": 30, ""months"": 3}",both,or
RC001557,AL00536,ENT0141,1,debt_overhang,restructure_emi,"{""amount"": 27000.0, ""days"": 30, ""months"": 3}",both,or
RC001558,AL00536,ENT0141,2,working_capital_erosion,request_bridge_loan,"{""amount"": 27000.0, ""days"": 30, ""months"": 3}",both,or
RC001559,AL00536,ENT0141,3,demand_trough,stagger_batch,"{""amount"": 27000.0, ""days"": 30, ""months"": 3}",merchant,or
RC001560,AL00537,ENT0141,1,receivable_stretch,collect_udhaar,"{""amount"": 31300.0, ""days"": 30, ""months"": 3}",merchant,or
RC001561,AL00537,ENT0141,2,working_capital_erosion,request_bridge_loan,"{""amount"": 31300.0, ""days"": 30, ""months"": 3}",both,or
RC001562,AL00537,ENT0141,3,demand_trough,stagger_batch,"{""amount"": 31300.0, ""days"": 30, ""months"": 3}",merchant,or
RC001563,AL00538,ENT0141,1,receivable_stretch,collect_udhaar,"{""amount"": 43900.0, ""days"": 30, ""months"": 3}",merchant,or
RC001564,AL00538,ENT0141,2,demand_trough,stagger_batch,"{""amount"": 43900.0, ""days"": 30, ""months"": 3}",merchant,or
RC001565,AL00538,ENT0141,3,working_capital_erosion,request_bridge_loan,"{""amount"": 43900.0, ""days"": 30, ""months"": 3}",both,or
RC001566,AL00539,ENT0141,1,receivable_stretch,collect_udhaar,"{""amount"": 53400.0, ""days"": 30, ""months"": 3}",merchant,or
RC001567,AL00539,ENT0141,2,demand_trough,stagger_batch,"{""amount"": 53400.0, ""days"": 30, ""months"": 3}",merchant,or
RC001568,AL00539,ENT0141,3,working_capital_erosion,request_bridge_loan,"{""amount"": 53400.0, ""days"": 30, ""months"": 3}",both,or
RC001569,AL00540,ENT0141,1,receivable_stretch,collect_udhaar,"{""amount"": 76300.0, ""days"": 30, ""months"": 3}",merchant,or
RC001570,AL00540,ENT0141,2,climate_shock,prebook_input,"{""amount"": 76300.0, ""days"": 30, ""months"": 3}",merchant,or
RC001571,AL00540,ENT0141,3,demand_trough,stagger_batch,"{""amount"": 76300.0, ""days"": 30, ""months"": 3}",merchant,or
RC001572,AL00541,ENT0143,1,debt_overhang,restructure_emi,"{""amount"": 8800.0, ""days"": 30, ""months"": 3}",both,or
RC001573,AL00541,ENT0143,2,working_capital_erosion,request_bridge_loan,"{""amount"": 8800.0, ""days"": 30, ""months"": 3}",both,or
RC001574,AL00541,ENT0143,3,demand_trough,stagger_batch,"{""amount"": 8800.0, ""days"": 30, ""months"": 3}",merchant,or
RC001575,AL00542,ENT0144,1,demand_trough,stagger_batch,"{""amount"": 100100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001576,AL00542,ENT0144,2,climate_shock,prebook_input,"{""amount"": 100100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001577,AL00542,ENT0144,3,debt_overhang,restructure_emi,"{""amount"": 100100.0, ""days"": 30, ""months"": 3}",both,gu
RC001578,AL00543,ENT0144,1,margin_squeeze,prebook_input,"{""amount"": 69500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001579,AL00543,ENT0144,2,climate_shock,prebook_input,"{""amount"": 69500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001580,AL00543,ENT0144,3,debt_overhang,restructure_emi,"{""amount"": 69500.0, ""days"": 30, ""months"": 3}",both,gu
RC001581,AL00544,ENT0144,1,margin_squeeze,prebook_input,"{""amount"": 18500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001582,AL00544,ENT0144,2,working_capital_erosion,request_bridge_loan,"{""amount"": 18500.0, ""days"": 30, ""months"": 3}",both,gu
RC001583,AL00544,ENT0144,3,debt_overhang,restructure_emi,"{""amount"": 18500.0, ""days"": 30, ""months"": 3}",both,gu
RC001584,AL00545,ENT0144,1,margin_squeeze,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001585,AL00545,ENT0144,2,debt_overhang,restructure_emi,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",both,gu
RC001586,AL00545,ENT0144,3,working_capital_erosion,request_bridge_loan,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",both,gu
RC001587,AL00546,ENT0144,1,working_capital_erosion,request_bridge_loan,"{""amount"": 11700.0, ""days"": 30, ""months"": 3}",both,gu
RC001588,AL00546,ENT0144,2,debt_overhang,restructure_emi,"{""amount"": 11700.0, ""days"": 30, ""months"": 3}",both,gu
RC001589,AL00546,ENT0144,3,demand_trough,stagger_batch,"{""amount"": 11700.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001590,AL00547,ENT0144,1,demand_trough,stagger_batch,"{""amount"": 77300.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001591,AL00547,ENT0144,2,debt_overhang,restructure_emi,"{""amount"": 77300.0, ""days"": 30, ""months"": 3}",both,gu
RC001592,AL00548,ENT0144,1,margin_squeeze,prebook_input,"{""amount"": 47600.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001593,AL00548,ENT0144,2,working_capital_erosion,request_bridge_loan,"{""amount"": 47600.0, ""days"": 30, ""months"": 3}",both,gu
RC001594,AL00548,ENT0144,3,receivable_stretch,collect_udhaar,"{""amount"": 47600.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001595,AL00549,ENT0144,1,demand_trough,stagger_batch,"{""amount"": 84000.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001596,AL00549,ENT0144,2,receivable_stretch,collect_udhaar,"{""amount"": 84000.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001597,AL00549,ENT0144,3,working_capital_erosion,request_bridge_loan,"{""amount"": 84000.0, ""days"": 30, ""months"": 3}",both,gu
RC001598,AL00550,ENT0144,1,margin_squeeze,prebook_input,"{""amount"": 10500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001599,AL00550,ENT0144,2,working_capital_erosion,request_bridge_loan,"{""amount"": 10500.0, ""days"": 30, ""months"": 3}",both,gu
RC001600,AL00550,ENT0144,3,receivable_stretch,collect_udhaar,"{""amount"": 10500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001601,AL00551,ENT0146,1,demand_trough,stagger_batch,"{""amount"": 19900.0, ""days"": 30, ""months"": 3}",merchant,or
RC001602,AL00551,ENT0146,2,climate_shock,prebook_input,"{""amount"": 19900.0, ""days"": 30, ""months"": 3}",merchant,or
RC001603,AL00551,ENT0146,3,receivable_stretch,collect_udhaar,"{""amount"": 19900.0, ""days"": 30, ""months"": 3}",merchant,or
RC001604,AL00552,ENT0147,1,working_capital_erosion,request_bridge_loan,"{""amount"": 46400.0, ""days"": 30, ""months"": 3}",both,gu
RC001605,AL00552,ENT0147,2,receivable_stretch,collect_udhaar,"{""amount"": 46400.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001606,AL00552,ENT0147,3,demand_trough,stagger_batch,"{""amount"": 46400.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001607,AL00553,ENT0147,1,receivable_stretch,collect_udhaar,"{""amount"": 18100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001608,AL00553,ENT0147,2,demand_trough,stagger_batch,"{""amount"": 18100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001609,AL00553,ENT0147,3,climate_shock,prebook_input,"{""amount"": 18100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001610,AL00554,ENT0147,1,receivable_stretch,collect_udhaar,"{""amount"": 58700.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001611,AL00554,ENT0147,2,climate_shock,prebook_input,"{""amount"": 58700.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001612,AL00554,ENT0147,3,demand_trough,stagger_batch,"{""amount"": 58700.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001613,AL00555,ENT0147,1,receivable_stretch,collect_udhaar,"{""amount"": 41800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001614,AL00555,ENT0147,2,demand_trough,stagger_batch,"{""amount"": 41800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001615,AL00555,ENT0147,3,climate_shock,prebook_input,"{""amount"": 41800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001616,AL00556,ENT0147,1,climate_shock,prebook_input,"{""amount"": 51500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001617,AL00556,ENT0147,2,receivable_stretch,collect_udhaar,"{""amount"": 51500.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001618,AL00556,ENT0147,3,working_capital_erosion,request_bridge_loan,"{""amount"": 51500.0, ""days"": 30, ""months"": 3}",both,gu
RC001619,AL00557,ENT0148,1,working_capital_erosion,request_bridge_loan,"{""amount"": 28700.0, ""days"": 30, ""months"": 3}",both,te
RC001620,AL00557,ENT0148,2,demand_trough,stagger_batch,"{""amount"": 28700.0, ""days"": 30, ""months"": 3}",merchant,te
RC001621,AL00557,ENT0148,3,debt_overhang,restructure_emi,"{""amount"": 28700.0, ""days"": 30, ""months"": 3}",both,te
RC001622,AL00558,ENT0148,1,working_capital_erosion,request_bridge_loan,"{""amount"": 26800.0, ""days"": 30, ""months"": 3}",both,te
RC001623,AL00558,ENT0148,2,debt_overhang,restructure_emi,"{""amount"": 26800.0, ""days"": 30, ""months"": 3}",both,te
RC001624,AL00559,ENT0148,1,working_capital_erosion,request_bridge_loan,"{""amount"": 2300.0, ""days"": 30, ""months"": 3}",both,te
RC001625,AL00559,ENT0148,2,demand_trough,stagger_batch,"{""amount"": 2300.0, ""days"": 30, ""months"": 3}",merchant,te
RC001626,AL00559,ENT0148,3,debt_overhang,restructure_emi,"{""amount"": 2300.0, ""days"": 30, ""months"": 3}",both,te
RC001627,AL00560,ENT0148,1,climate_shock,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,te
RC001628,AL00560,ENT0148,2,demand_trough,stagger_batch,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,te
RC001629,AL00560,ENT0148,3,working_capital_erosion,request_bridge_loan,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",both,te
RC001630,AL00561,ENT0148,1,demand_trough,stagger_batch,"{""amount"": 9600.0, ""days"": 30, ""months"": 3}",merchant,te
RC001631,AL00561,ENT0148,2,climate_shock,prebook_input,"{""amount"": 9600.0, ""days"": 30, ""months"": 3}",merchant,te
RC001632,AL00561,ENT0148,3,working_capital_erosion,request_bridge_loan,"{""amount"": 9600.0, ""days"": 30, ""months"": 3}",both,te
RC001633,AL00562,ENT0149,1,margin_squeeze,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,as
RC001634,AL00562,ENT0149,2,receivable_stretch,collect_udhaar,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,as
RC001635,AL00562,ENT0149,3,demand_trough,stagger_batch,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,as
RC001636,AL00563,ENT0150,1,working_capital_erosion,request_bridge_loan,"{""amount"": 73000.0, ""days"": 30, ""months"": 3}",both,gu
RC001637,AL00563,ENT0150,2,climate_shock,prebook_input,"{""amount"": 73000.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001638,AL00564,ENT0150,1,working_capital_erosion,request_bridge_loan,"{""amount"": 100800.0, ""days"": 30, ""months"": 3}",both,gu
RC001639,AL00564,ENT0150,2,climate_shock,prebook_input,"{""amount"": 100800.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001640,AL00565,ENT0150,1,climate_shock,prebook_input,"{""amount"": 38100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001641,AL00565,ENT0150,2,demand_trough,stagger_batch,"{""amount"": 38100.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001642,AL00565,ENT0150,3,working_capital_erosion,request_bridge_loan,"{""amount"": 38100.0, ""days"": 30, ""months"": 3}",both,gu
RC001643,AL00566,ENT0151,1,debt_overhang,restructure_emi,"{""amount"": 26700.0, ""days"": 30, ""months"": 3}",both,gu
RC001644,AL00566,ENT0151,2,working_capital_erosion,request_bridge_loan,"{""amount"": 26700.0, ""days"": 30, ""months"": 3}",both,gu
RC001645,AL00566,ENT0151,3,receivable_stretch,collect_udhaar,"{""amount"": 26700.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001646,AL00567,ENT0151,1,receivable_stretch,collect_udhaar,"{""amount"": 42400.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001647,AL00567,ENT0151,2,debt_overhang,restructure_emi,"{""amount"": 42400.0, ""days"": 30, ""months"": 3}",both,gu
RC001648,AL00567,ENT0151,3,demand_trough,stagger_batch,"{""amount"": 42400.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001649,AL00568,ENT0151,1,climate_shock,prebook_input,"{""amount"": 47200.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001650,AL00568,ENT0151,2,receivable_stretch,collect_udhaar,"{""amount"": 47200.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001651,AL00568,ENT0151,3,demand_trough,stagger_batch,"{""amount"": 47200.0, ""days"": 30, ""months"": 3}",merchant,gu
RC001652,AL00569,ENT0152,1,working_capital_erosion,request_bridge_loan,"{""amount"": 19900.0, ""days"": 30, ""months"": 3}",both,mr
RC001653,AL00569,ENT0152,2,demand_trough,stagger_batch,"{""amount"": 19900.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001654,AL00569,ENT0152,3,debt_overhang,restructure_emi,"{""amount"": 19900.0, ""days"": 30, ""months"": 3}",both,mr
RC001655,AL00570,ENT0152,1,working_capital_erosion,request_bridge_loan,"{""amount"": 35000.0, ""days"": 30, ""months"": 3}",both,mr
RC001656,AL00570,ENT0152,2,debt_overhang,restructure_emi,"{""amount"": 35000.0, ""days"": 30, ""months"": 3}",both,mr
RC001657,AL00570,ENT0152,3,climate_shock,prebook_input,"{""amount"": 35000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001658,AL00571,ENT0152,1,working_capital_erosion,request_bridge_loan,"{""amount"": 29800.0, ""days"": 30, ""months"": 3}",both,mr
RC001659,AL00571,ENT0152,2,demand_trough,stagger_batch,"{""amount"": 29800.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001660,AL00571,ENT0152,3,debt_overhang,restructure_emi,"{""amount"": 29800.0, ""days"": 30, ""months"": 3}",both,mr
RC001661,AL00572,ENT0152,1,demand_trough,stagger_batch,"{""amount"": 9000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001662,AL00572,ENT0152,2,climate_shock,prebook_input,"{""amount"": 9000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001663,AL00572,ENT0152,3,receivable_stretch,collect_udhaar,"{""amount"": 9000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001664,AL00573,ENT0154,1,margin_squeeze,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001665,AL00573,ENT0154,2,receivable_stretch,collect_udhaar,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001666,AL00573,ENT0154,3,demand_trough,stagger_batch,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001667,AL00574,ENT0154,1,margin_squeeze,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001668,AL00574,ENT0154,2,receivable_stretch,collect_udhaar,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001669,AL00574,ENT0154,3,climate_shock,prebook_input,"{""amount"": 2000.0, ""days"": 30, ""months"": 3}",merchant,mr
RC001670,AL00575,ENT0155,1,margin_squeeze,prebook_input,"{""amount"": 33400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001671,AL00575,ENT0155,2,receivable_stretch,collect_udhaar,"{""amount"": 33400.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001672,AL00575,ENT0155,3,working_capital_erosion,request_bridge_loan,"{""amount"": 33400.0, ""days"": 30, ""months"": 3}",both,hi
RC001673,AL00576,ENT0155,1,demand_trough,stagger_batch,"{""amount"": 71500.0, ""days"": 30, ""months"": 3}",merchant,hi
RC001674,AL00576,ENT0155,2,receivable_stretch,collect_udhaar,"{""amount"": 71500.0, ""days"": 30, ""months"": 3}",merchant,hi
