outcome_id,task_id,enterprise_id,visited_on,outcome,intervention,officer_note_lang,becomes_training_label
OC00343,TK00452,ENT0124,2024-04-13,false_positive,no_action,gu,True
OC00344,TK00453,ENT0124,2024-06-12,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00345,TK00454,ENT0124,2024-08-15,false_positive,no_action,gu,True
OC00346,TK00455,ENT0124,2025-06-09,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00347,TK00458,ENT0125,2025-05-24,false_positive,no_action,te,True
OC00348,TK00459,ENT0125,2025-07-14,stress_confirmed,bridge_loan_sanctioned,te,True
OC00349,TK00460,ENT0125,2026-05-15,false_positive,no_action,te,True
OC00350,TK00461,ENT0125,2026-07-07,stress_confirmed,advice_only,te,True
OC00351,TK00462,ENT0126,2023-12-11,stress_confirmed,scheme_linkage,as,True
OC00352,TK00463,ENT0127,2025-05-14,false_positive,no_action,te,True
OC00353,TK00464,ENT0128,2026-05-09,stress_confirmed,emi_rescheduled,gu,True
OC00354,TK00465,ENT0128,2026-07-16,stress_confirmed,advice_only,gu,True
OC00355,TK00466,ENT0130,2024-08-13,stress_confirmed,bridge_loan_sanctioned,te,True
OC00356,TK00467,ENT0130,2025-05-21,stress_confirmed,no_action,te,True
OC00357,TK00470,ENT0130,2026-05-19,stress_confirmed,advice_only,te,True
OC00358,TK00473,ENT0131,2025-07-12,stress_confirmed,no_action,te,True
OC00359,TK00474,ENT0131,2025-09-18,false_positive,no_action,te,True
OC00360,TK00477,ENT0132,2024-09-04,false_positive,no_action,hi,True
OC00361,TK00478,ENT0132,2025-08-25,false_positive,no_action,hi,True
OC00362,TK00479,ENT0132,2025-10-08,false_positive,no_action,hi,True
OC00363,TK00481,ENT0133,2024-03-11,stress_confirmed,no_action,hi,True
OC00364,TK00482,ENT0133,2025-12-05,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00365,TK00484,ENT0133,2026-05-18,stress_confirmed,no_action,hi,True
OC00366,TK00485,ENT0134,2023-12-21,stress_confirmed,advice_only,as,True
OC00367,TK00486,ENT0134,2024-02-24,stress_confirmed,advice_only,as,True
OC00368,TK00487,ENT0134,2024-04-09,stress_confirmed,bridge_loan_sanctioned,as,True
OC00369,TK00488,ENT0134,2024-06-12,false_positive,no_action,as,True
OC00370,TK00489,ENT0134,2025-05-14,stress_confirmed,advice_only,as,True
OC00371,TK00490,ENT0135,2023-12-25,stress_confirmed,advice_only,or,True
OC00372,TK00491,ENT0136,2024-07-14,stress_confirmed,bridge_loan_sanctioned,or,True
OC00373,TK00493,ENT0136,2025-08-22,stress_confirmed,advice_only,or,True
OC00374,TK00494,ENT0136,2026-05-14,false_positive,no_action,or,True
OC00375,TK00495,ENT0137,2024-04-17,stress_confirmed,advice_only,hi,True
OC00376,TK00497,ENT0137,2024-08-07,stress_confirmed,scheme_linkage,hi,True
OC00377,TK00498,ENT0137,2025-04-21,false_positive,no_action,hi,True
OC00378,TK00499,ENT0137,2025-06-13,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00379,TK00500,ENT0137,2025-09-05,false_positive,no_action,hi,True
OC00380,TK00501,ENT0137,2026-03-16,false_positive,no_action,hi,True
OC00381,TK00502,ENT0137,2026-05-21,false_positive,no_action,hi,True
OC00382,TK00503,ENT0137,2026-07-05,false_positive,no_action,hi,True
OC00383,TK00504,ENT0138,2023-12-10,stress_confirmed,advice_only,hi,True
OC00384,TK00505,ENT0138,2024-02-12,false_positive,no_action,hi,True
OC00385,TK00506,ENT0138,2024-04-15,stress_confirmed,no_action,hi,True
OC00386,TK00507,ENT0138,2024-06-22,stress_confirmed,advice_only,hi,True
OC00387,TK00508,ENT0138,2024-08-19,stress_confirmed,advice_only,hi,True
OC00388,TK00509,ENT0138,2024-10-15,false_positive,no_action,hi,True
OC00389,TK00510,ENT0138,2024-12-10,false_positive,no_action,hi,True
OC00390,TK00511,ENT0138,2025-02-13,false_positive,no_action,hi,True
OC00391,TK00512,ENT0138,2025-05-14,false_positive,no_action,hi,True
OC00392,TK00513,ENT0138,2025-07-04,stress_confirmed,emi_rescheduled,hi,True
OC00393,TK00515,ENT0138,2025-11-17,stress_confirmed,advice_only,hi,True
OC00394,TK00517,ENT0138,2026-04-08,false_positive,no_action,hi,True
OC00395,TK00518,ENT0139,2024-09-05,stress_confirmed,advice_only,te,True
OC00396,TK00519,ENT0139,2025-08-21,stress_confirmed,advice_only,te,True
OC00397,TK00520,ENT0140,2023-12-12,false_positive,no_action,or,True
OC00398,TK00522,ENT0140,2024-04-06,stress_confirmed,no_action,or,True
OC00399,TK00523,ENT0140,2024-06-05,stress_confirmed,emi_rescheduled,or,True
OC00400,TK00525,ENT0140,2024-10-14,stress_confirmed,no_action,or,True
OC00401,TK00526,ENT0140,2024-12-05,stress_confirmed,no_action,or,True
OC00402,TK00527,ENT0140,2025-02-25,false_positive,no_action,or,True
OC00403,TK00529,ENT0140,2025-07-13,false_positive,no_action,or,True
OC00404,TK00530,ENT0140,2025-09-16,stress_confirmed,scheme_linkage,or,True
OC00405,TK00531,ENT0140,2025-11-11,stress_confirmed,bridge_loan_sanctioned,or,True
OC00406,TK00536,ENT0141,2023-12-07,stress_confirmed,no_action,or,True
OC00407,TK00540,ENT0141,2026-05-09,stress_confirmed,bridge_loan_sanctioned,or,True
OC00408,TK00542,ENT0144,2024-03-19,stress_confirmed,advice_only,gu,True
OC00409,TK00543,ENT0144,2024-05-08,false_positive,no_action,gu,True
OC00410,TK00545,ENT0144,2024-09-17,stress_confirmed,scheme_linkage,gu,True
OC00411,TK00546,ENT0144,2024-12-08,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00412,TK00548,ENT0144,2025-06-21,false_positive,no_action,gu,True
OC00413,TK00549,ENT0144,2026-04-04,stress_confirmed,scheme_linkage,gu,True
OC00414,TK00552,ENT0147,2024-01-16,false_positive,no_action,gu,True
OC00415,TK00553,ENT0147,2024-03-20,false_positive,no_action,gu,True
OC00416,TK00554,ENT0147,2025-05-13,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00417,TK00555,ENT0147,2026-03-17,false_positive,no_action,gu,True
OC00418,TK00556,ENT0147,2026-05-11,false_positive,no_action,gu,True
OC00419,TK00557,ENT0148,2023-12-16,stress_confirmed,bridge_loan_sanctioned,te,True
OC00420,TK00558,ENT0148,2024-02-18,stress_confirmed,advice_only,te,True
OC00421,TK00559,ENT0148,2024-05-11,stress_confirmed,bridge_loan_sanctioned,te,True
OC00422,TK00560,ENT0148,2025-05-12,stress_confirmed,advice_only,te,True
OC00423,TK00561,ENT0148,2026-05-11,stress_confirmed,bridge_loan_sanctioned,te,True
OC00424,TK00562,ENT0149,2025-09-17,stress_confirmed,advice_only,as,True
OC00425,TK00563,ENT0150,2024-01-19,stress_confirmed,scheme_linkage,gu,True
OC00426,TK00564,ENT0150,2024-03-20,stress_confirmed,scheme_linkage,gu,True
OC00427,TK00565,ENT0150,2026-05-07,false_positive,no_action,gu,True
OC00428,TK00566,ENT0151,2023-12-04,false_positive,no_action,gu,True
OC00429,TK00567,ENT0151,2024-02-21,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00430,TK00569,ENT0152,2023-12-13,false_positive,no_action,mr,True
OC00431,TK00572,ENT0152,2026-05-09,false_positive,no_action,mr,True
OC00432,TK00573,ENT0154,2025-08-04,false_positive,no_action,mr,True
OC00433,TK00574,ENT0154,2026-07-07,false_positive,no_action,mr,True
OC00434,TK00575,ENT0155,2024-06-11,false_positive,no_action,hi,True
OC00435,TK00577,ENT0155,2026-07-22,false_positive,no_action,hi,True
OC00436,TK00580,ENT0157,2024-02-11,stress_confirmed,bridge_loan_sanctioned,te,True
OC00437,TK00581,ENT0157,2024-04-09,stress_confirmed,advice_only,te,True
OC00438,TK00585,ENT0159,2025-05-14,false_positive,no_action,hi,True
OC00439,TK00590,ENT0160,2024-09-16,stress_confirmed,bridge_loan_sanctioned,as,True
OC00440,TK00592,ENT0160,2025-05-14,false_positive,no_action,as,True
OC00441,TK00593,ENT0161,2023-12-18,stress_confirmed,bridge_loan_sanctioned,as,True
OC00442,TK00595,ENT0161,2024-05-11,false_positive,no_action,as,True
OC00443,TK00597,ENT0161,2024-10-19,false_positive,no_action,as,True
OC00444,TK00599,ENT0161,2025-02-21,stress_confirmed,scheme_linkage,as,True
OC00445,TK00600,ENT0161,2025-05-12,stress_confirmed,scheme_linkage,as,True
OC00446,TK00601,ENT0161,2025-07-06,stress_confirmed,advice_only,as,True
OC00447,TK00603,ENT0161,2025-12-14,stress_confirmed,advice_only,as,True
OC00448,TK00604,ENT0161,2026-05-16,stress_confirmed,emi_rescheduled,as,True
OC00449,TK00607,ENT0162,2025-05-09,stress_confirmed,bridge_loan_sanctioned,mr,True
OC00450,TK00611,ENT0163,2026-03-21,stress_confirmed,scheme_linkage,hi,True
OC00451,TK00612,ENT0163,2026-05-18,stress_confirmed,scheme_linkage,hi,True
OC00452,TK00613,ENT0164,2026-05-22,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00453,TK00614,ENT0166,2023-12-14,false_positive,no_action,hi,True
OC00454,TK00615,ENT0166,2024-02-20,false_positive,no_action,hi,True
OC00455,TK00616,ENT0166,2024-05-24,false_positive,no_action,hi,True
OC00456,TK00618,ENT0166,2024-09-19,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00457,TK00619,ENT0166,2024-11-11,stress_confirmed,emi_rescheduled,hi,True
OC00458,TK00620,ENT0168,2024-03-05,stress_confirmed,no_action,mr,True
OC00459,TK00621,ENT0168,2024-06-15,stress_confirmed,bridge_loan_sanctioned,mr,True
OC00460,TK00622,ENT0168,2026-05-09,stress_confirmed,scheme_linkage,mr,True
OC00461,TK00623,ENT0169,2023-12-21,false_positive,no_action,mr,True
OC00462,TK00624,ENT0170,2024-09-04,stress_confirmed,no_action,te,True
OC00463,TK00625,ENT0171,2025-07-12,stress_confirmed,advice_only,as,True
OC00464,TK00626,ENT0172,2023-12-09,stress_confirmed,bridge_loan_sanctioned,or,True
OC00465,TK00627,ENT0172,2025-03-09,false_positive,no_action,or,True
OC00466,TK00629,ENT0173,2023-12-14,stress_confirmed,advice_only,or,True
OC00467,TK00630,ENT0173,2025-03-15,false_positive,no_action,or,True
OC00468,TK00631,ENT0173,2026-01-23,false_positive,no_action,or,True
OC00469,TK00632,ENT0173,2026-05-03,stress_confirmed,bridge_loan_sanctioned,or,True
OC00470,TK00634,ENT0174,2024-05-18,false_positive,no_action,hi,True
OC00471,TK00636,ENT0174,2024-09-16,false_positive,no_action,hi,True
OC00472,TK00637,ENT0174,2025-04-14,false_positive,no_action,hi,True
OC00473,TK00638,ENT0174,2025-06-06,stress_confirmed,scheme_linkage,hi,True
OC00474,TK00639,ENT0174,2025-08-14,stress_confirmed,no_action,hi,True
OC00475,TK00640,ENT0174,2025-10-22,stress_confirmed,advice_only,hi,True
OC00476,TK00641,ENT0174,2025-12-15,stress_confirmed,emi_rescheduled,hi,True
OC00477,TK00642,ENT0174,2026-03-21,false_positive,no_action,hi,True
OC00478,TK00643,ENT0174,2026-05-15,stress_confirmed,advice_only,hi,True
OC00479,TK00644,ENT0174,2026-07-06,false_positive,no_action,hi,True
OC00480,TK00647,ENT0176,2024-09-07,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00481,TK00648,ENT0177,2024-06-12,stress_confirmed,scheme_linkage,gu,True
OC00482,TK00650,ENT0177,2024-10-12,false_positive,no_action,gu,True
OC00483,TK00657,ENT0178,2025-05-10,stress_confirmed,emi_rescheduled,te,True
OC00484,TK00658,ENT0178,2025-07-07,stress_confirmed,advice_only,te,True
OC00485,TK00659,ENT0178,2025-09-20,false_positive,no_action,te,True
OC00486,TK00661,ENT0178,2026-03-22,false_positive,no_action,te,True
OC00487,TK00662,ENT0178,2026-05-10,stress_confirmed,advice_only,te,True
OC00488,TK00663,ENT0178,2026-07-17,stress_confirmed,emi_rescheduled,te,True
OC00489,TK00664,ENT0179,2023-12-14,stress_confirmed,advice_only,gu,True
OC00490,TK00666,ENT0179,2024-04-12,stress_confirmed,no_action,gu,True
OC00491,TK00667,ENT0179,2026-05-17,stress_confirmed,emi_rescheduled,gu,True
OC00492,TK00668,ENT0180,2025-07-04,stress_confirmed,emi_rescheduled,gu,True
OC00493,TK00669,ENT0180,2025-09-24,stress_confirmed,emi_rescheduled,gu,True
OC00494,TK00671,ENT0182,2024-03-07,stress_confirmed,advice_only,hi,True
OC00495,TK00672,ENT0182,2024-05-19,false_positive,no_action,hi,True
OC00496,TK00673,ENT0182,2024-07-09,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00497,TK00674,ENT0182,2024-09-10,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00498,TK00675,ENT0182,2025-03-25,false_positive,no_action,hi,True
OC00499,TK00676,ENT0182,2025-05-13,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00500,TK00677,ENT0182,2025-07-11,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00501,TK00678,ENT0182,2025-09-04,false_positive,no_action,hi,True
OC00502,TK00681,ENT0183,2025-07-07,false_positive,no_action,gu,True
OC00503,TK00682,ENT0184,2024-01-09,false_positive,no_action,gu,True
OC00504,TK00683,ENT0184,2024-03-22,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00505,TK00685,ENT0184,2024-07-15,stress_confirmed,scheme_linkage,gu,True
OC00506,TK00686,ENT0184,2024-09-21,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00507,TK00687,ENT0184,2025-01-08,stress_confirmed,advice_only,gu,True
OC00508,TK00688,ENT0184,2025-04-23,false_positive,no_action,gu,True
OC00509,TK00689,ENT0184,2025-06-12,stress_confirmed,advice_only,gu,True
OC00510,TK00690,ENT0184,2025-08-19,stress_confirmed,advice_only,gu,True
OC00511,TK00691,ENT0184,2026-03-20,stress_confirmed,advice_only,gu,True
OC00512,TK00693,ENT0184,2026-07-14,stress_confirmed,emi_rescheduled,gu,True
OC00513,TK00697,ENT0186,2024-05-08,false_positive,no_action,gu,True
OC00514,TK00698,ENT0186,2024-07-20,false_positive,no_action,gu,True
OC00515,TK00699,ENT0186,2025-05-07,stress_confirmed,advice_only,gu,True
OC00516,TK00701,ENT0186,2026-05-18,false_positive,no_action,gu,True
OC00517,TK00702,ENT0186,2026-07-08,stress_confirmed,advice_only,gu,True
OC00518,TK00704,ENT0188,2023-12-19,false_positive,no_action,as,True
OC00519,TK00706,ENT0188,2024-04-12,false_positive,no_action,as,True
OC00520,TK00707,ENT0188,2024-06-19,false_positive,no_action,as,True
OC00521,TK00708,ENT0188,2024-08-03,false_positive,no_action,as,True
OC00522,TK00711,ENT0188,2025-02-15,stress_confirmed,advice_only,as,True
OC00523,TK00712,ENT0188,2025-05-03,stress_confirmed,scheme_linkage,as,True
OC00524,TK00713,ENT0188,2025-07-08,stress_confirmed,advice_only,as,True
OC00525,TK00714,ENT0188,2025-09-22,stress_confirmed,bridge_loan_sanctioned,as,True
OC00526,TK00715,ENT0188,2025-11-23,stress_confirmed,scheme_linkage,as,True
OC00527,TK00716,ENT0188,2026-01-14,false_positive,no_action,as,True
OC00528,TK00717,ENT0188,2026-04-17,false_positive,no_action,as,True
OC00529,TK00718,ENT0188,2026-06-11,stress_confirmed,scheme_linkage,as,True
OC00530,TK00720,ENT0189,2024-03-22,false_positive,no_action,mr,True
OC00531,TK00721,ENT0189,2024-05-14,stress_confirmed,advice_only,mr,True
OC00532,TK00722,ENT0189,2024-07-10,stress_confirmed,emi_rescheduled,mr,True
OC00533,TK00724,ENT0189,2024-11-07,stress_confirmed,emi_rescheduled,mr,True
OC00534,TK00725,ENT0189,2025-02-03,false_positive,no_action,mr,True
OC00535,TK00726,ENT0189,2025-05-12,stress_confirmed,no_action,mr,True
OC00536,TK00727,ENT0189,2025-07-15,stress_confirmed,advice_only,mr,True
OC00537,TK00729,ENT0189,2026-03-08,stress_confirmed,advice_only,mr,True
OC00538,TK00730,ENT0189,2026-05-10,stress_confirmed,advice_only,mr,True
OC00539,TK00732,ENT0190,2024-06-03,stress_confirmed,advice_only,mr,True
OC00540,TK00733,ENT0190,2024-08-16,false_positive,no_action,mr,True
OC00541,TK00735,ENT0192,2023-12-07,false_positive,no_action,mr,True
OC00542,TK00736,ENT0192,2024-02-15,stress_confirmed,advice_only,mr,True
OC00543,TK00738,ENT0192,2024-06-21,stress_confirmed,emi_rescheduled,mr,True
OC00544,TK00740,ENT0192,2025-03-09,stress_confirmed,bridge_loan_sanctioned,mr,True
OC00545,TK00741,ENT0192,2025-05-14,stress_confirmed,no_action,mr,True
OC00546,TK00742,ENT0192,2026-04-22,false_positive,no_action,mr,True
OC00547,TK00743,ENT0192,2026-06-15,false_positive,no_action,mr,True
OC00548,TK00744,ENT0193,2023-12-14,false_positive,no_action,mr,True
OC00549,TK00745,ENT0194,2023-12-10,stress_confirmed,scheme_linkage,hi,True
OC00550,TK00746,ENT0194,2024-02-11,false_positive,no_action,hi,True
OC00551,TK00748,ENT0196,2023-12-21,false_positive,no_action,as,True
OC00552,TK00750,ENT0196,2025-03-11,stress_confirmed,emi_rescheduled,as,True
OC00553,TK00751,ENT0196,2026-05-12,false_positive,no_action,as,True
OC00554,TK00752,ENT0197,2024-09-14,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00555,TK00754,ENT0198,2024-03-12,stress_confirmed,scheme_linkage,gu,True
OC00556,TK00755,ENT0198,2024-05-17,stress_confirmed,advice_only,gu,True
OC00557,TK00756,ENT0198,2024-07-15,false_positive,no_action,gu,True
OC00558,TK00757,ENT0198,2024-09-08,stress_confirmed,advice_only,gu,True
OC00559,TK00760,ENT0198,2025-04-12,false_positive,no_action,gu,True
OC00560,TK00762,ENT0198,2025-08-17,stress_confirmed,advice_only,gu,True
OC00561,TK00763,ENT0198,2025-10-15,false_positive,no_action,gu,True
OC00562,TK00765,ENT0198,2026-04-16,false_positive,no_action,gu,True
OC00563,TK00767,ENT0198,2026-08-10,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00564,TK00768,ENT0199,2024-03-10,stress_confirmed,advice_only,gu,True
OC00565,TK00771,ENT0199,2024-09-23,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00566,TK00772,ENT0199,2025-03-06,stress_confirmed,no_action,gu,True
OC00567,TK00773,ENT0199,2025-05-18,false_positive,no_action,gu,True
OC00568,TK00775,ENT0199,2025-09-04,stress_confirmed,advice_only,gu,True
OC00569,TK00777,ENT0199,2026-06-17,false_positive,no_action,gu,True
OC00570,TK00779,ENT0200,2024-02-21,stress_confirmed,no_action,or,True
OC00571,TK00780,ENT0200,2024-07-22,false_positive,no_action,or,True
OC00572,TK00782,ENT0201,2025-08-23,false_positive,no_action,or,True
OC00573,TK00783,ENT0202,2024-06-21,stress_confirmed,bridge_loan_sanctioned,te,True
OC00574,TK00784,ENT0202,2024-08-12,stress_confirmed,emi_rescheduled,te,True
OC00575,TK00786,ENT0202,2025-07-12,false_positive,no_action,te,True
OC00576,TK00787,ENT0202,2025-09-23,false_positive,no_action,te,True
OC00577,TK00788,ENT0202,2026-06-12,false_positive,no_action,te,True
OC00578,TK00789,ENT0203,2023-12-11,stress_confirmed,emi_rescheduled,or,True
OC00579,TK00792,ENT0203,2024-11-18,false_positive,no_action,or,True
OC00580,TK00794,ENT0203,2025-04-08,stress_confirmed,emi_rescheduled,or,True
OC00581,TK00795,ENT0203,2025-06-09,stress_confirmed,bridge_loan_sanctioned,or,True
OC00582,TK00796,ENT0203,2025-08-06,stress_confirmed,emi_rescheduled,or,True
OC00583,TK00797,ENT0203,2025-10-19,stress_confirmed,emi_rescheduled,or,True
OC00584,TK00798,ENT0203,2025-12-21,stress_confirmed,bridge_loan_sanctioned,or,True
OC00585,TK00799,ENT0203,2026-02-13,false_positive,no_action,or,True
OC00586,TK00800,ENT0203,2026-05-22,false_positive,no_action,or,True
OC00587,TK00801,ENT0203,2026-07-08,stress_confirmed,advice_only,or,True
OC00588,TK00802,ENT0204,2025-07-03,stress_confirmed,scheme_linkage,or,True
OC00589,TK00803,ENT0205,2024-04-18,stress_confirmed,scheme_linkage,gu,True
OC00590,TK00804,ENT0205,2024-06-20,stress_confirmed,advice_only,gu,True
OC00591,TK00805,ENT0205,2024-08-12,stress_confirmed,advice_only,gu,True
OC00592,TK00806,ENT0205,2025-07-21,stress_confirmed,advice_only,gu,True
OC00593,TK00807,ENT0205,2026-05-11,stress_confirmed,advice_only,gu,True
OC00594,TK00808,ENT0205,2026-07-05,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00595,TK00810,ENT0206,2024-05-07,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00596,TK00813,ENT0206,2025-03-17,stress_confirmed,no_action,gu,True
OC00597,TK00814,ENT0206,2025-05-08,stress_confirmed,bridge_loan_sanctioned,gu,True
OC00598,TK00815,ENT0206,2025-07-10,false_positive,no_action,gu,True
OC00599,TK00818,ENT0206,2026-07-11,stress_confirmed,scheme_linkage,gu,True
OC00600,TK00823,ENT0211,2023-12-25,false_positive,no_action,or,True
OC00601,TK00824,ENT0212,2026-05-07,false_positive,no_action,hi,True
OC00602,TK00825,ENT0213,2024-03-13,stress_confirmed,scheme_linkage,hi,True
OC00603,TK00826,ENT0213,2025-05-21,stress_confirmed,advice_only,hi,True
OC00604,TK00827,ENT0213,2026-03-19,false_positive,no_action,hi,True
OC00605,TK00828,ENT0213,2026-05-10,false_positive,no_action,hi,True
OC00606,TK00829,ENT0214,2023-12-16,stress_confirmed,bridge_loan_sanctioned,hi,True
OC00607,TK00830,ENT0215,2024-09-18,false_positive,no_action,gu,True
OC00608,TK00831,ENT0215,2026-05-09,false_positive,no_action,gu,True
OC00609,TK00832,ENT0216,2023-12-07,stress_confirmed,bridge_loan_sanctioned,te,True
OC00610,TK00834,ENT0216,2025-05-18,stress_confirmed,scheme_linkage,te,True
OC00611,TK00835,ENT0217,2023-12-24,false_positive,no_action,mr,True
OC00612,TK00836,ENT0218,2026-05-17,stress_confirmed,advice_only,gu,True
OC00613,TK00837,ENT0219,2026-05-07,false_positive,no_action,gu,True
OC00614,TK00838,ENT0221,2023-12-04,false_positive,no_action,as,True
OC00615,TK00839,ENT0221,2024-05-22,false_positive,no_action,as,True
OC00616,TK00840,ENT0222,2023-12-19,stress_confirmed,advice_only,te,True
OC00617,TK00841,ENT0222,2025-03-17,stress_confirmed,bridge_loan_sanctioned,te,True
OC00618,TK00842,ENT0222,2026-03-19,stress_confirmed,no_action,te,True
OC00619,TK00845,ENT0223,2024-06-18,false_positive,no_action,or,True
OC00620,TK00846,ENT0223,2024-08-08,false_positive,no_action,or,True
OC00621,TK00847,ENT0223,2024-12-07,stress_confirmed,emi_rescheduled,or,True
OC00622,TK00848,ENT0223,2025-03-06,stress_confirmed,bridge_loan_sanctioned,or,True
OC00623,TK00849,ENT0223,2025-05-15,false_positive,no_action,or,True
OC00624,TK00851,ENT0223,2025-09-07,stress_confirmed,bridge_loan_sanctioned,or,True
OC00625,TK00852,ENT0223,2025-11-16,false_positive,no_action,or,True
OC00626,TK00853,ENT0223,2026-02-18,stress_confirmed,bridge_loan_sanctioned,or,True
OC00627,TK00855,ENT0223,2026-07-09,stress_confirmed,advice_only,or,True
OC00628,TK00863,ENT0226,2026-03-10,stress_confirmed,no_action,hi,True
OC00629,TK00864,ENT0227,2026-05-16,false_positive,no_action,as,True
OC00630,TK00865,ENT0227,2026-07-21,stress_confirmed,advice_only,as,True
OC00631,TK00866,ENT0229,2023-12-06,false_positive,no_action,hi,True
OC00632,TK00867,ENT0229,2026-05-06,stress_confirmed,advice_only,hi,True
OC00633,TK00869,ENT0231,2024-06-06,false_positive,no_action,te,True
OC00634,TK00870,ENT0231,2024-08-08,stress_confirmed,bridge_loan_sanctioned,te,True
OC00635,TK00871,ENT0231,2025-05-18,false_positive,no_action,te,True
OC00636,TK00872,ENT0231,2026-05-23,false_positive,no_action,te,True
OC00637,TK00874,ENT0232,2024-07-09,false_positive,no_action,te,True
OC00638,TK00875,ENT0232,2024-09-07,stress_confirmed,advice_only,te,True
OC00639,TK00876,ENT0232,2025-05-09,false_positive,no_action,te,True
OC00640,TK00877,ENT0232,2025-07-15,stress_confirmed,scheme_linkage,te,True
OC00641,TK00878,ENT0232,2025-09-09,stress_confirmed,advice_only,te,True
OC00642,TK00880,ENT0232,2026-03-18,stress_confirmed,advice_only,te,True
OC00643,TK00881,ENT0232,2026-05-19,stress_confirmed,bridge_loan_sanctioned,te,True
OC00644,TK00882,ENT0232,2026-07-08,stress_confirmed,no_action,te,True
OC00645,TK00883,ENT0233,2023-12-23,false_positive,no_action,as,True
OC00646,TK00885,ENT0233,2024-04-10,stress_confirmed,advice_only,as,True
OC00647,TK00887,ENT0233,2024-08-15,stress_confirmed,advice_only,as,True
OC00648,TK00888,ENT0233,2024-10-21,stress_confirmed,advice_only,as,True
OC00649,TK00889,ENT0233,2024-12-16,false_positive,no_action,as,True
OC00650,TK00890,ENT0233,2025-02-11,stress_confirmed,scheme_linkage,as,True
OC00651,TK00891,ENT0233,2025-05-05,stress_confirmed,emi_rescheduled,as,True
OC00652,TK00892,ENT0233,2025-08-07,false_positive,no_action,as,True
OC00653,TK00893,ENT0233,2025-10-08,stress_confirmed,advice_only,as,True
OC00654,TK00895,ENT0233,2026-07-19,false_positive,no_action,as,True
OC00655,TK00896,ENT0234,2024-07-07,stress_confirmed,emi_rescheduled,mr,True
OC00656,TK00897,ENT0234,2026-07-19,stress_confirmed,bridge_loan_sanctioned,mr,True
OC00657,TK00898,ENT0235,2026-05-06,stress_confirmed,bridge_loan_sanctioned,te,True
OC00658,TK00899,ENT0235,2026-07-08,false_positive,no_action,te,True
OC00659,TK00900,ENT0236,2023-12-04,stress_confirmed,advice_only,mr,True
OC00660,TK00903,ENT0236,2024-12-08,stress_confirmed,advice_only,mr,True
OC00661,TK00904,ENT0236,2025-02-12,stress_confirmed,advice_only,mr,True
OC00662,TK00905,ENT0236,2025-05-07,false_positive,no_action,mr,True
OC00663,TK00907,ENT0238,2026-07-22,stress_confirmed,advice_only,mr,True
OC00664,TK00908,ENT0239,2024-03-06,false_positive,no_action,mr,True
OC00665,TK00909,ENT0239,2024-05-17,stress_confirmed,advice_only,mr,True
OC00666,TK00910,ENT0239,2024-07-10,stress_confirmed,emi_rescheduled,mr,True
OC00667,TK00911,ENT0239,2024-09-23,false_positive,no_action,mr,True
OC00668,TK00913,ENT0239,2026-05-11,stress_confirmed,advice_only,mr,True
OC00669,TK00914,ENT0239,2026-07-12,false_positive,no_action,mr,True
OC00670,TK00915,ENT0240,2025-07-20,false_positive,no_action,as,True
OC00671,TK00916,ENT0241,2025-05-05,false_positive,no_action,or,True
OC00672,TK00917,ENT0241,2025-07-19,stress_confirmed,advice_only,or,True
OC00673,TK00918,ENT0241,2025-09-11,stress_confirmed,advice_only,or,True
OC00674,TK00920,ENT0241,2026-08-14,stress_confirmed,emi_rescheduled,or,True
OC00675,TK00921,ENT0242,2025-05-05,false_positive,no_action,te,True
OC00676,TK00922,ENT0242,2026-05-19,stress_confirmed,advice_only,te,True
OC00677,TK00923,ENT0243,2024-06-20,false_positive,no_action,gu,True
OC00678,TK00925,ENT0243,2026-07-11,false_positive,no_action,gu,True
OC00679,TK00926,ENT0244,2024-06-07,false_positive,no_action,te,True
OC00680,TK00928,ENT0244,2024-10-20,false_positive,no_action,te,True
OC00681,TK00929,ENT0244,2025-05-18,stress_confirmed,scheme_linkage,te,True
OC00682,TK00930,ENT0244,2025-07-12,stress_confirmed,emi_rescheduled,te,True
OC00683,TK00932,ENT0244,2026-06-24,false_positive,no_action,te,True
OC00684,TK00933,ENT0244,2026-08-21,stress_confirmed,advice_only,te,True
OC00685,TK00934,ENT0245,2023-12-10,false_positive,no_action,or,True
